,Density of the material (g/cm3),Helium Void Fraction,Gravimetric Void Fraction,Surface Area volumetric (m2/cm3),Surface Area gravimetric (m2/g),PLD (_),LCD (_),Pore Volume (cm3/g),ch4_100bar_cccc,ch4_100bar_density_kgm3,ch4_100bar_gg,ch4_100bar_heatcap_JmolK,ch4_100bar_qst_kJmol,ch4_100_7_delcap_gg,ch4_50bar_cccc,ch4_50bar_density_kgm3,ch4_50bar_gg,ch4_50bar_heatcap_JmolK,ch4_50bar_qst_kJmol,ch4_50_7_delcap_gg,ch4_7bar_cccc,ch4_7bar_density_kgm3,ch4_7bar_gg,ch4_7bar_heatcap_JmolK,ch4_7bar_qst_kJmol
RORROH,1.287,0.575851,0.635896,1344.29,1044.38,9.65,10.46,0.447436674,200.9889883,143.85492,0.111760983,13564.25244,15.81847,0.077830495,169.082486,121.01831,0.094019205,17057.3142,15.1731,0.060088717,61.01999347,43.67416,0.033930488,9697.27843,14.24728
RORVAX,1.051,0.329842,0.449722,948.78,902.51,4.97,5.51,0.313836346,127.9065857,91.54726,0.087083751,3169.88145,17.82148,0.039356665,115.9571652,82.99464,0.078948124,4202.41471,18.46284,0.031221037,70.10043289,50.17336,0.047727086,7392.91505,18.50068
ROVMUM,0.521,0.690322,0.807031,1191.65,2285.85,15.36,16.34,1.324994242,131.3325989,93.99938,0.180312672,4718.53995,8.48152,0.162954138,76.12427615,54.48483,0.104514581,2676.20683,7.76581,0.087156047,12.6432678,9.04923,0.017358534,640.08083,8.33391
ROVXAD,0.754,0.57947,0.658301,1765.84,2340.62,6.55,7.07,0.768527851,202.6011781,145.00882,0.19221046,12446.99247,16.48944,0.148168019,166.6717982,119.29289,0.158123774,13171.45879,15.17794,0.114081333,46.42333455,33.22682,0.044042441,5729.76065,12.70235
ROZVOS,0.671,0.50986,0.621283,1186.81,1769.34,5.04,5.65,0.759850969,167.0617255,119.57198,0.178264268,7782.75992,15.19217,0.12509677,143.1180983,102.43468,0.152715069,10109.49254,15.46778,0.099547572,49.82632772,35.66246,0.053167497,5192.54575,13.3586
ROZWAF,0.433,0.764223,0.798828,1823.53,4210.9,9.42,11.05,1.764949192,201.316522,144.08935,0.332733047,12520.89134,11.51458,0.291281582,134.6694587,96.38769,0.222579741,10157.20729,10.61104,0.181128277,25.07975892,17.95047,0.041451464,1894.49368,9.68995
RUBBOH,0.678,0.701283,0.690603,1631.69,2407.21,7.95,9.94,1.034340708,228.9264956,163.85078,0.241728883,39744.36752,16.03021,0.172995997,191.4930246,137.05832,0.202201999,34463.93675,15.23312,0.133469113,65.0926715,46.58912,0.068732886,17859.86538,13.80786
RUBDUP,0.306,0.837146,0.839591,1274.16,4167.53,18.32,18.87,2.735771242,176.9021802,126.61514,0.414140013,9466.02635,9.29297,0.366916791,108.6543574,77.76776,0.254367226,6262.48682,8.65126,0.207144005,20.17165818,14.43757,0.047223221,1220.45476,8.67008
RUBFIE,0.808,0.551432,0.584908,688.82,852.33,3.97,5.3,0.682465347,198.5788795,142.12992,0.17586954,13084.28764,19.75961,0.091095717,182.1724043,130.38723,0.161339297,14508.2885,19.62807,0.076565475,95.72033149,68.51042,0.084773822,17224.75139,17.89716
RUBKAC,1.082,0.379633,0.488228,417.73,385.97,4.4,5.87,0.350862292,130.3399349,93.2889,0.086196092,7358.23563,17.97981,0.034002202,120.8014472,86.46186,0.079888122,6622.01812,18.41945,0.027694233,78.92409046,56.48876,0.052193889,13532.70446,19.69815
RUBLAD03,0.743,0.651987,0.668084,1502.15,2021.73,12.8,12.98,0.877506057,217.586322,155.73422,0.209603131,25395.48365,15.34019,0.153111102,178.4554955,127.7269,0.171908005,23994.33993,14.30796,0.115415976,58.64365073,41.97333,0.056492029,16279.55545,14.15821
RUBQAH,0.551,0.605513,0.679331,1165.92,2115.37,11.04,12.02,1.098934664,133.0610325,95.23648,0.172793166,13038.45878,9.8031,0.147125207,85.78381803,61.39851,0.111398937,9024.26773,8.66358,0.085730977,19.76585777,14.14712,0.025667959,4503.50474,10.71951
RUBSEN,0.507,0.622581,0.681266,1087.29,2143,19.53,22.91,1.227970414,132.0032407,94.47938,0.186216456,11302.23284,9.21895,0.164631933,82.15573481,58.80176,0.115896774,5778.35999,8.76711,0.094312251,15.30061886,10.95119,0.021584523,1367.22716,9.02843
RUFZID,0.86,0.566936,0.616867,1245.58,1448.04,7.02,8.94,0.659227907,190.9975014,136.70366,0.158924877,13766.86763,15.98989,0.109922963,160.5096845,114.88245,0.133556626,14166.44794,15.96829,0.084554712,58.89098827,42.15036,0.049001914,8970.77992,14.80099
RUGKOV,0.962,0.565681,0.619222,980.14,1019.1,5.12,6.48,0.588025988,188.6856563,135.04899,0.140418482,11640.37998,18.04534,0.082353376,167.829781,120.1217,0.124897692,13022.17755,17.31405,0.066832586,78.02429181,55.84474,0.058065106,14987.84873,16.65636
RUGPAM,0.876,0.521912,0.544978,1108.98,1265.61,4.34,8.19,0.595789954,179.5225353,128.49062,0.146639723,6586.32454,17.81219,0.072636438,164.511217,117.74649,0.134378,8369.49066,18.2587,0.060374715,90.59794315,64.84415,0.074003285,12598.19516,17.55738
RUGZAW,0.94,0.495739,0.541842,865.15,920.22,7.24,8.23,0.527381915,177.1956567,126.82519,0.134898898,12966.98602,18.77045,0.074917843,156.4771816,111.99625,0.119125941,11933.52684,17.55945,0.059144887,78.78776237,56.39118,0.059981054,16501.16947,17.54647
RUHCED,1.224,0.453913,0.537947,924.44,755.14,5.78,6.07,0.370843954,167.8513834,120.13716,0.098136265,4383.26169,19.5345,0.032278995,159.1167209,113.88546,0.093029443,6882.18145,20.86127,0.027172173,112.6416812,80.62163,0.06585727,12392.11138,21.50792
RUHFIL,1.148,0.665926,0.663359,1702.19,1482.61,5.49,8.16,0.580074913,237.9649478,170.31992,0.14834867,17061.35279,17.60262,0.093490137,210.7796977,150.86248,0.131401234,18628.52648,17.47096,0.076542701,87.99814589,62.98338,0.054858533,17709.15148,15.71209
RUHFUX,1.203,0.664335,0.621131,1570.47,1305.03,4.84,7.32,0.55223192,253.7665055,181.62965,0.150931095,13588.21841,19.93405,0.077460837,231.0310221,165.35706,0.137408856,19866.9173,19.79077,0.063938597,123.528493,88.41371,0.073470258,26267.05933,17.98824
RUHSAQ,0.619,0.664767,0.667226,2007.88,3245.88,5.1,7.72,1.073936995,223.9530218,160.29109,0.259125443,9692.72554,16.43489,0.183194792,191.1744593,136.83031,0.22119892,13848.14971,15.8719,0.145268269,65.6241955,46.96955,0.075930651,8619.86788,13.74714
RUKDIM,0.543,0.759738,0.76859,1916.75,3529.29,7.66,14.76,1.399149171,211.2340534,151.18767,0.278382833,9428.9113,12.56302,0.232602171,153.4513006,109.83052,0.202231634,7807.96974,11.54815,0.156450971,34.73789985,24.86314,0.045780663,2594.27903,10.9715
RUKDOS,0.677,0.754852,0.764574,1903.4,2809.72,7.59,14.39,1.114995569,209.3516478,149.84037,0.221190044,8883.9244,12.50748,0.183158162,154.6168072,110.66471,0.163360063,8556.1457,11.99005,0.125328181,35.99636329,25.76387,0.038031882,3329.53501,11.28147
RUKFIN,0.931,0.404381,0.54048,844.26,907.03,4.16,6.07,0.434351235,155.3095266,111.16051,0.119425891,9986.10778,16.94772,0.074540346,136.5549817,97.73722,0.105004508,10345.10568,16.60276,0.060118963,58.37220605,41.77905,0.044885545,11748.99796,16.00471
RUKGEL,0.303,0.811618,0.82051,1802.66,5944.01,11.76,16.94,2.678607261,186.8014266,133.70038,0.440862787,27020.60166,10.27795,0.375689447,121.5968557,87.03117,0.286976014,19106.02761,9.36295,0.221802673,27.61510684,19.76511,0.06517334,6294.20681,10.58622
RUKZON,1.096,0.41585,0.493787,1462.36,1334.23,4.86,5.86,0.379425182,134.4542241,96.23364,0.087605726,4541.15299,17.90497,0.043954357,125.3247719,89.69937,0.08165729,5348.93653,17.79898,0.038005922,66.99460376,47.9504,0.043651369,6956.48257,16.72583
RULDOT01,1.321,0.479031,0.596088,1466.92,1110.17,5.52,6.51,0.362627555,157.00554,112.37441,0.085045478,5408.54251,16.29963,0.05392007,132.7770217,95.0332,0.071921572,5865.63513,16.12044,0.040796164,57.46174461,41.1274,0.031125408,4994.20359,15.03947
RULFUB,1.068,0.430515,0.496154,670.21,627.43,5.48,7.4,0.403103933,150.6772892,107.84506,0.100961959,14004.40232,18.63939,0.054324982,135.4611449,96.95433,0.090766317,10880.75643,17.61002,0.04412934,69.601792,49.81646,0.046636977,17952.09061,17.46554
RULQIY,1.775,0.252745,0.372221,544.6,306.76,5.95,7.02,0.142391549,87.76205268,62.8144,0.035382202,7141.31204,20.9666,0.015203008,80.98579439,57.96439,0.032650282,8899.38159,20.05119,0.012471087,50.05249598,35.82434,0.020179195,10301.89604,19.63888
RUPBEJ,0.989,0.570975,0.69405,1305.58,1319.55,4.56,5.85,0.577325581,230.538934,165.00486,0.1667707,17379.71934,17.37531,0.113853371,203.901586,145.93957,0.147501377,23082.15399,17.17105,0.094584048,73.15136701,52.35702,0.052917329,19486.11509,15.23581
RUPBEJ01,0.994,0.571584,0.693793,1526.93,1536.27,4.51,5.93,0.575034205,233.0076341,166.77179,0.16779162,19187.52763,17.6703,0.115232614,205.4156701,147.02325,0.147922312,28336.37868,17.67587,0.095363307,72.98725335,52.23956,0.052559005,21392.74675,15.1423
RUPYEH,0.911,0.382023,0.574495,425.13,466.7,4.2,5.67,0.419344676,148.3894337,106.20756,0.116593493,6390.70401,16.97252,0.068973419,127.5791069,91.31287,0.10024227,8768.62535,17.38967,0.052622197,60.6064333,43.37817,0.047620074,6622.18389,16.36337
RUQFAM,0.915,0.485655,0.582065,1388.23,1516.8,5.4,7.01,0.530770492,173.0438984,123.85363,0.135325607,10871.55739,16.63627,0.097456342,148.4058953,106.21934,0.116057937,12429.27804,15.91185,0.078188672,48.42428075,34.65897,0.037869265,6130.17183,13.79627
RURPAW,2.099,0.195379,0.438147,10.59,5.04,3.82,4.23,0.093081944,173.2365504,123.99152,0.059083072,3607.41756,23.32117,0.013948701,166.2505994,118.99143,0.056700483,4534.17275,25.75221,0.011566113,132.3377813,94.71883,0.04513437,8009.97197,25.13206
RURPEA,1.797,0.221732,0.472523,108.51,60.39,3.75,4.43,0.123390095,154.6268402,110.67189,0.061594138,3781.30302,21.60131,0.018486595,147.8732154,105.83808,0.058903895,5903.62315,22.82704,0.015796353,108.2178164,77.45531,0.043107542,11992.10336,23.03031
RUSYEK,2.185,0.649709,0.744829,2584.52,1182.87,6.07,8.03,0.297349657,163.5125409,117.0317,0.053562332,9419.96664,11.54156,0.047151386,111.6454106,79.90856,0.036572048,7112.76694,10.55743,0.030161103,19.57102924,14.00768,0.006410945,989.63398,8.74849
RUTNOK,0.288,0.851603,0.839043,1683.81,5849.85,11.9,23.75,2.956954861,204.439816,146.3248,0.508363645,24404.5312,10.16524,0.436426006,135.4700523,96.9607,0.336862217,16396.88291,9.48049,0.264924578,28.92991624,20.70616,0.071937639,5892.80846,10.49324
RUTPAY01,0.923,0.629499,0.67082,1696.4,1838.06,6.63,11.5,0.682014085,195.5371429,139.95284,0.151641364,21397.11441,14.71679,0.112342524,156.7940319,112.22303,0.121595624,18656.85114,13.90788,0.082296783,50.6747153,36.26968,0.03929884,10337.19467,13.32513
RUVBER,1.137,0.449712,0.519726,945.52,831.33,5.4,5.83,0.395525066,133.6399006,95.6508,0.084099511,4242.56775,17.88493,0.027666405,121.7419869,87.13504,0.076612161,4677.08658,19.11162,0.020179055,89.67608262,64.18434,0.056433106,7299.39373,20.36908
RUVKAV,0.65,0.722647,0.72627,2007.73,3089.93,4.99,11.06,1.111764615,233.4374887,167.07946,0.257140841,20087.07141,15.63227,0.191616488,193.4029601,138.42533,0.213041188,18557.12103,14.33698,0.147516835,59.4842902,42.57501,0.065524353,10622.59987,13.08165
RUVMAX,1.4,0.24724,0.364432,165.19,118.03,4.03,4.38,0.1766,93.21544145,66.71758,0.047670751,4429.26964,22.58666,0.013965764,85.64283017,61.2976,0.043798087,4018.20766,22.38774,0.0100931,65.90677111,47.1718,0.033704988,4595.24915,23.16063
RUVYUD,0.887,0.548237,0.646223,1745.83,1967.52,5.93,6.64,0.618080045,153.2451777,109.68299,0.123035799,10778.15889,13.2438,0.102787988,115.4973846,82.66556,0.092729267,11568.92947,12.42155,0.072481456,25.21932197,18.05036,0.020247811,2508.70189,9.99264
RUXBET,0.892,0.405853,0.486794,357.93,401.11,3.92,6.15,0.454992152,135.7392849,97.1534,0.108874951,5912.57572,17.10858,0.056102063,123.8801484,88.6654,0.099362872,5810.7887,17.48272,0.046589983,65.79432646,47.09132,0.052772888,6748.05584,17.48251
RUXVAI,0.721,0.827335,0.870059,1969.98,2731.66,10.71,15.84,1.147482663,137.4588796,98.38418,0.136423625,4806.60996,7.83252,0.126540073,71.75964,51.36091,0.071219191,1883.85341,6.52241,0.06133564,9.958552795,7.12769,0.009883551,146.67135,5.4284
RUXVEM,2.357,0.599656,0.722784,2540.33,1077.87,6.24,7.44,0.254414934,155.7964233,111.509,0.047313682,8633.26958,11.43152,0.041826887,102.9630538,73.69429,0.031268761,7023.48987,10.29144,0.025781966,18.06714238,12.93129,0.005486795,974.93003,8.80529
RUYQIN,1.208,0.420955,0.486653,907.94,751.42,6.4,7.32,0.348472682,148.8379015,106.52854,0.088165776,8286.30999,18.36138,0.045013603,136.9997974,98.05559,0.081153344,13052.56853,19.35641,0.038001171,72.84775509,52.13971,0.043152173,17441.41969,17.42663
RUYQIN01,1.196,0.429481,0.4899,960.61,803.24,6.32,7.54,0.359097826,150.1173519,107.44429,0.08984357,9895.43609,18.5514,0.046015767,138.2063737,98.91918,0.082714982,12875.65174,18.95822,0.038887179,73.23076912,52.41385,0.043827803,16574.33582,17.17806
RUYQIN02,1.189,0.426033,0.491437,947.48,797.08,6.44,7.59,0.358312027,148.8291743,106.5223,0.089613973,8263.85052,17.58898,0.047036942,136.8642038,97.95855,0.082409548,10222.50236,18.30529,0.039832518,70.71111911,50.61045,0.042577031,16800.4797,17.24986
RUYQIN03,1.186,0.425691,0.493631,935.06,788.71,6.39,7.53,0.358930017,148.9194046,106.58688,0.089905409,8697.76246,18.09921,0.046893209,136.3374979,97.58156,0.082309478,11564.10522,18.47498,0.039297278,71.24544887,50.99288,0.0430122,19697.66579,17.41043
RUYQOT,1.212,0.419632,0.481945,949.32,783.31,6.31,7.36,0.346231023,147.1693123,105.33428,0.08691563,9103.53485,18.96832,0.043862692,135.7377382,97.15229,0.080164342,10726.86784,18.95873,0.037111404,72.8991013,52.17646,0.043052938,16158.61797,17.65038
RUYTIQ,1.136,0.485983,0.534307,1118.52,984.22,6.52,8.64,0.427801937,161.7245649,115.75198,0.101854448,9952.24071,16.84246,0.057958836,145.417587,104.0805,0.091584281,15510.33283,17.52659,0.047688669,69.69748442,49.88495,0.043895612,18022.52481,16.0224
RUYTOW,1.15,0.482468,0.530084,1067.37,927.9,6.58,8.43,0.419537391,162.1720034,116.07223,0.100906292,11481.07075,17.539,0.056899324,145.4660114,104.11516,0.090511528,14425.30556,17.76679,0.04650456,70.72599812,50.6211,0.044006969,17858.24934,16.2327
RUYTUC,1.211,0.418808,0.483654,952.45,786.81,6.26,7.3,0.345836499,148.5510193,106.32321,0.087833393,8190.11956,18.01309,0.045188883,136.1504204,97.44767,0.080501321,11776.71918,19.2031,0.037856811,72.1238842,51.62161,0.04264451,19443.64314,17.61198
RUYVAK,1.199,0.444411,0.491954,1013.99,845.73,6.45,7.69,0.370651376,153.9462213,110.18475,0.091902134,10415.12625,18.58818,0.04449479,141.6843226,101.40847,0.08458208,11538.51125,18.65277,0.037174736,79.41253646,56.83836,0.047407345,17148.43862,17.5903
RUYVIS,0.7,0.639134,0.688642,1238.52,1770.1,12.38,14.18,0.913048571,189.7860654,135.83659,0.194141238,8670.20819,13.42158,0.155088954,145.9826231,104.48492,0.149332603,9585.43259,12.87018,0.110280319,38.17622387,27.32407,0.039052284,4239.59837,12.43366
RUZPUX,0.861,0.485903,0.582145,757.95,879.86,4.09,5.18,0.564347271,200.1429113,143.24935,0.166289225,10618.52511,19.0205,0.101664908,181.9555818,130.23204,0.151178238,14227.07467,18.48076,0.086553921,77.78073949,55.67042,0.064624317,20895.95517,16.97795
SABDEE,1.285,0.265698,0.383101,342.92,266.84,4.15,5.12,0.206768872,79.88865318,57.17913,0.044492983,2523.69826,18.859,0.012529963,75.26263096,53.86812,0.041916578,2376.75524,19.46597,0.009953558,57.39068175,41.07654,0.03196302,5013.10113,20.71659
SABDIJ,0.739,0.558649,0.63286,550.93,745.03,4.11,4.85,0.755952639,225.044699,161.07244,0.217821222,11487.08034,18.15307,0.146319118,196.2716602,140.47856,0.189971739,12667.07169,17.97437,0.118469635,73.87328674,52.87372,0.071502105,17749.51128,16.97658
SABJIR,1.412,0.387817,0.523187,272.59,193,3.87,4.47,0.274657932,203.628473,145.74409,0.103192865,5674.7475,23.58158,0.021889404,195.9122051,140.22129,0.09928249,8273.93743,27.28893,0.017979029,160.4345375,114.82867,0.081303461,14211.406,25.11621
SABJOX,1.452,0.377058,0.510667,158.26,109,3.79,4.38,0.259681818,202.1224543,144.66618,0.099637539,4337.51944,25.08004,0.020973496,194.7031802,139.35594,0.095980161,6133.67501,26.37982,0.017316118,159.5760949,114.21425,0.078664043,13298.39797,25.74026
SABNIT,1.394,0.162258,0.332096,29.58,21.22,3.73,4.4,0.116397418,63.50392994,45.45201,0.032604995,824.38854,23.22835,0.005360802,60.6007468,43.3741,0.031114406,954.51755,21.88864,0.003870213,53.06283084,37.97894,0.027244193,2655.02735,24.94367
SABNIT01,0.718,0.557881,0.649903,1898.16,2643.63,5.38,6.99,0.776993036,189.2608993,135.46071,0.18866293,8024.02899,14.89824,0.144535753,157.0337128,112.39458,0.156537566,10802.6402,14.9818,0.112410388,44.26703936,31.68348,0.044127178,5752.99735,12.83785
SABVUN,0.974,0.532946,0.568681,1142.79,1173,6.56,6.71,0.547172485,254.2101455,181.94718,0.186759779,6386.73833,20.85049,0.08401615,229.7182449,164.41746,0.16876639,8026.11709,21.7494,0.066022761,139.8506308,100.09604,0.102743629,12398.84623,21.92174
SACBUW,1.13,0.41753,0.459486,462.82,409.46,4.14,5.52,0.369495575,115.3667401,82.57205,0.073052343,1674.5363,18.15102,0.010979627,112.9037011,80.80917,0.071492702,2762.23702,22.68154,0.009419986,98.02733973,70.16163,0.062072716,8360.73218,23.53903
SACCAD,0.581,0.698859,0.718067,2201.32,3788.35,5.17,6.24,1.202855422,229.6276887,164.35265,0.282844524,12545.82257,16.08385,0.193334656,197.9809779,141.70198,0.243863603,11144.74724,15.66196,0.154353735,72.66870067,52.01156,0.089509868,9042.04503,14.12229
SACNID,0.305,0.874635,0.923673,2615.39,8568.38,9.08,11.02,2.867655738,129.8889508,92.96611,0.304570655,4008.71807,7.0426,0.28246938,67.44902242,48.27565,0.158158125,1220.24938,5.93836,0.13605685,9.425436707,6.74612,0.022101275,75.71572,4.75125
SADCUX,1.515,0.322211,0.446006,1287.77,850.03,4.97,5.52,0.212680528,110.4088185,79.02349,0.052162192,5837.45116,16.82119,0.032698437,97.27343802,69.62204,0.045956435,7015.73126,16.32362,0.02649268,41.19785141,29.48676,0.019463755,5461.97017,14.75797
SADFAG,0.696,0.686901,0.747671,1894.47,2721.22,8.25,9.11,0.986926724,206.1273558,147.53263,0.211917773,12726.44527,13.12102,0.172285754,155.5013855,111.29783,0.159869646,13198.32304,12.21757,0.120237627,38.54911842,27.59097,0.039632019,3441.52369,11.44617
SADJOZ,1.045,0.604101,0.742964,2874.25,2750.76,5.21,6.85,0.578087081,147.4663067,105.54685,0.101011704,8464.96805,10.85466,0.089467226,98.71178315,70.65151,0.067615754,6851.3445,10.05856,0.056071275,16.85370638,12.06279,0.011544478,930.59574,8.49126
SADLEQ,1.582,0.406733,0.492848,922.37,582.97,5.08,5.69,0.257100506,153.8321731,110.10312,0.069589166,8703.13516,19.19467,0.029874384,132.2745733,94.67358,0.05983714,8214.35896,19.44021,0.020122358,87.7925634,62.83624,0.039714782,7342.48822,20.116
SADLIU,1.777,0.402979,0.458653,673.34,378.82,4.83,5.26,0.226774902,118.5975402,84.88445,0.047756146,1480.89763,19.49889,0.00792679,115.7310765,82.83282,0.046601895,1439.59346,19.10856,0.006772539,98.91216229,70.79493,0.039829356,3857.43963,23.35613
SADLOA,1.543,0.50981,0.542784,1144.81,742.13,6.38,6.82,0.330401815,191.3060889,136.92453,0.088763182,5711.91152,19.77668,0.035456506,178.9683899,128.094,0.083038673,8930.95864,20.73063,0.029731997,114.8887568,82.22994,0.053306675,12067.43409,20.32031
SADMOB,1.121,0.404246,0.540078,918.04,818.81,5.67,5.96,0.360611954,153.1501305,109.61496,0.097767597,4896.05062,18.89539,0.040640595,141.4932188,101.2717,0.090326087,6644.0213,19.66928,0.033199085,89.48780596,64.04958,0.057127001,10734.10011,19.70582
SADMUH,0.984,0.544006,0.600678,1380.34,1403.16,7.14,7.63,0.552851626,239.4388103,171.37481,0.174209416,9001.50087,20.77018,0.091411595,218.2173165,156.18584,0.158769212,11827.20757,20.81445,0.075971391,113.7998867,81.4506,0.082797821,13751.61961,18.61756
SAFZIL,0.681,0.668964,0.666793,1673.77,2456.65,5.97,9.46,0.982325991,217.4940795,155.6682,0.22848305,10795.98762,16.59891,0.156638719,185.2282884,132.57443,0.194587018,11924.50768,16.11932,0.122742686,68.3889537,48.94839,0.071844331,9076.96968,14.37819
SAGHOY,0.883,0.384043,0.555149,1489.72,1687.43,5.05,5.89,0.434929785,128.5598129,92.0148,0.104227533,5386.93119,15.39558,0.073269441,109.2260068,78.17691,0.088553001,6547.7208,15.3015,0.057594909,38.18536592,27.33062,0.030958092,4013.65878,13.28438
SAHKUH10,0.816,0.524842,0.60306,1710.97,2095.7,5.21,6.94,0.643188725,181.5541223,129.9447,0.159166244,9439.09009,16.47544,0.108406727,156.3625734,111.91422,0.137081126,7377.97572,15.3139,0.086321609,57.89920853,41.44051,0.050759517,6330.3534,15.02033
SAHMOE,1.251,0.596256,0.735091,2091.15,1671.32,5.1,6.8,0.476623501,148.1603681,106.04361,0.084753532,18435.39828,11.99698,0.07412293,102.5688285,73.41213,0.058673386,17375.35718,11.06799,0.048042784,18.58369644,13.30101,0.010630602,2748.4561,9.60881
SAHWUW,1.097,0.487647,0.562157,1087.36,991.2,5.23,8.91,0.444527803,186.7391568,133.65581,0.121837001,13650.39217,18.82331,0.06646009,168.1906926,120.38002,0.109735151,14661.95465,18.86899,0.05435824,84.87600251,60.74875,0.055376911,21281.76871,17.71935
SAHXAD,0.969,0.557623,0.600552,970.28,1001.76,4.08,6.52,0.575462332,198.2121721,141.86745,0.146470993,9749.5074,18.09172,0.073052156,176.4604415,126.29897,0.13039732,18807.67222,19.64108,0.056978484,99.35419107,71.1113,0.073418836,17568.34928,18.20738
SAHYIK,0.605,0.800448,0.771194,1924.42,3182.03,7.23,14.8,1.323054545,239.1314711,171.15484,0.283006976,6616.49047,14.13084,0.235431781,186.3302811,133.36316,0.220517898,7145.87455,12.9544,0.172942703,40.19945566,28.77217,0.047575195,1739.95181,10.8762
SAHYOQ,0.59,0.803445,0.776115,1925.84,3265.41,7.37,14.98,1.361771186,237.9692354,170.32299,0.288797777,7472.67025,13.73818,0.243208408,181.1304477,129.64146,0.219818627,7737.15792,12.96981,0.174229258,37.56561877,26.88704,0.045589369,1662.26814,10.70842
SAHYOQ02,0.589,0.801356,0.775491,1933.36,3281.62,7.39,14.89,1.360536503,236.2285393,169.07711,0.286987745,6832.87891,13.76634,0.240924382,181.2653965,129.73805,0.22021449,7985.97689,13.19852,0.174151127,37.91618653,27.13795,0.046063363,1611.38558,10.6992
SAHYOQ03,0.592,0.802821,0.775603,1934.63,3269.34,7.37,14.86,1.356116554,237.6010498,170.05946,0.287386212,7639.49328,14.16434,0.240899641,183.2920231,131.18858,0.221697675,7320.44592,13.00029,0.175211103,38.43350073,27.50821,0.046486571,2057.87524,11.08241
SAHYOQ04,0.59,0.802476,0.775838,1938.03,3287.19,7.33,14.89,1.360128814,237.2049291,169.77595,0.287966985,6990.40306,13.8466,0.242537785,181.0341858,129.57256,0.219775655,7216.36686,12.93073,0.174346455,37.42106141,26.78358,0.0454292,1554.30642,10.70002
SAHYOQ05,0.59,0.795716,0.773307,1926.35,3267.36,7.33,14.9,1.348671186,232.669823,166.53001,0.282461362,6838.56512,13.55276,0.237549128,174.3259186,124.77122,0.211631813,6535.04454,12.66501,0.166719579,36.99522481,26.47879,0.044912234,1428.13455,10.65968
SAJBEK,0.901,0.532248,0.644562,1485.84,1648.48,7.66,9.29,0.5907303,140.4952249,100.5574,0.111565107,12366.01746,12.25968,0.096810108,100.9796735,72.27472,0.080186413,11050.89555,11.20004,0.065431414,18.58114044,13.29918,0.014754999,2384.92517,10.06961
SAJBEL,0.825,0.653884,0.72647,1833.35,2223.24,5.62,6.71,0.792586667,244.028873,174.66008,0.211805585,15339.51392,17.35536,0.148298265,214.2535844,153.34886,0.185962035,17897.36121,16.61579,0.122454715,73.16907987,52.3697,0.06350732,16505.45094,15.05421
SAJBIP,0.828,0.65061,0.725557,1812.48,2189.26,5.59,6.67,0.78576087,243.3824087,174.19739,0.210411513,14997.64026,16.76303,0.147805375,214.7126478,153.67743,0.185625631,18533.59379,16.752,0.123019493,72.41634484,51.83094,0.062606138,13233.14706,14.87664
SAJBOV,0.909,0.645379,0.731983,1531.36,1684.39,5.84,6.88,0.709987899,242.0804814,173.26555,0.190580322,17904.06283,17.39674,0.136603073,209.1906903,149.72517,0.164687499,20860.3943,16.46501,0.11071025,68.56341913,49.07326,0.053977249,13419.62296,15.01838
SAJBUB,0.829,0.663864,0.721856,1744.81,2105.01,5.61,6.69,0.800800965,249.7704553,178.76954,0.215675804,12064.86725,16.98297,0.141768465,223.1674629,159.72884,0.192704225,16670.20014,17.45343,0.118796886,85.59082378,61.26038,0.073907339,19000.12966,15.50063
SAJCAI,0.815,0.648502,0.726773,1743.53,2138.14,5.6,6.67,0.795707975,244.7322811,175.16354,0.21480849,15414.55157,17.15218,0.15116156,212.9641595,152.42597,0.186924705,16073.97055,16.78159,0.123277775,72.51323454,51.90028,0.06364693,13491.55778,14.94721
SAJDIT,1.218,0.324001,0.430053,650.88,534.25,5.57,6.06,0.266010673,139.0160301,99.49868,0.081669495,4628.15397,20.89167,0.043173812,126.3604952,90.44067,0.074234589,8288.9046,21.26473,0.035738906,65.52651134,46.89964,0.038495684,8918.50081,19.01021
SAJFEO,0.857,0.612679,0.700499,1887.26,2201.18,6.45,8.01,0.714911319,180.0202772,128.84687,0.150279227,12052.04041,13.64098,0.124007345,137.3910629,98.33564,0.114692761,10697.42655,12.76247,0.08842088,31.47122531,22.52507,0.026271882,2981.76775,10.60691
SAJSAA,1.342,0.303418,0.37167,547.43,407.93,6.11,6.66,0.22609389,103.5568612,74.1193,0.05523202,5290.28246,20.94654,0.018536493,96.1347544,68.80704,0.051273442,7861.73099,22.02455,0.014577914,68.80200368,49.24402,0.036695528,13893.66608,23.08087
SAJTOM,0.607,0.498435,0.617584,1281.39,2111.78,6.94,7.85,0.821144975,174.7647723,125.08532,0.206146953,12123.18399,16.11247,0.160495367,142.0820158,101.69312,0.167595415,13268.69434,15.13374,0.12194383,38.70194951,27.70035,0.045651586,6677.85584,13.25717
SAKNOJ,0.851,0.688759,0.656954,956.09,1122.93,8.53,14.57,0.809352526,227.4765817,162.81303,0.191225111,32366.48309,16.14414,0.115673,197.0780658,141.05573,0.16567101,31614.67386,15.59525,0.090118898,89.87489135,64.32663,0.075552112,34552.43901,15.61486
