,Density of the material (g/cm3),Helium Void Fraction,Gravimetric Void Fraction,Surface Area volumetric (m2/cm3),Surface Area gravimetric (m2/g),PLD (_),LCD (_),Pore Volume (cm3/g),ch4_100bar_cccc,ch4_100bar_density_kgm3,ch4_100bar_gg,ch4_100bar_heatcap_JmolK,ch4_100bar_qst_kJmol,ch4_100_7_delcap_gg,ch4_50bar_cccc,ch4_50bar_density_kgm3,ch4_50bar_gg,ch4_50bar_heatcap_JmolK,ch4_50bar_qst_kJmol,ch4_50_7_delcap_gg,ch4_7bar_cccc,ch4_7bar_density_kgm3,ch4_7bar_gg,ch4_7bar_heatcap_JmolK,ch4_7bar_qst_kJmol
SAKSOO,1.098,0.405269,0.485036,705.26,642.03,4.28,6.59,0.36909745,136.9741685,98.03725,0.089248712,5508.43211,18.30477,0.04183246,120.1785106,86.01601,0.078305109,8923.5702,19.20331,0.030888858,72.77193699,52.08545,0.047416252,8540.99634,18.42096
SAKSUT,0.758,0.545725,0.64815,1444.17,1904.45,6.29,7.34,0.719953826,198.7618455,142.26087,0.187604135,8691.91849,15.77517,0.14159438,164.6313972,117.83251,0.155389636,11098.6445,15.3205,0.109379881,48.74617396,34.88936,0.046009755,6321.55788,14.21713
SALDOB,1.551,0.222465,0.360771,186.9,120.5,3.85,4.99,0.143433269,67.5025099,48.31393,0.031150146,1154.64927,19.43935,0.00738295,66.46665028,47.57253,0.030672132,1802.51638,22.62753,0.006904936,51.50362234,36.86296,0.023767196,4214.71034,21.79178
SALSAB,1.321,0.587028,0.554619,1215.06,919.48,5.2,6.66,0.444381529,187.3802004,134.11463,0.10149,19790.08418,19.74392,0.037564793,171.9724038,123.08672,0.093144735,20209.35715,20.4404,0.029219529,118.0246137,84.47439,0.063925206,26296.37785,20.10501
SALSIJ,1.088,0.586059,0.563079,1186.61,1090.22,4.77,6.54,0.538657169,177.8662808,127.30518,0.116964788,28108.61995,19.40904,0.042174537,165.3321336,118.33405,0.108722339,30509.361,20.43153,0.033932087,113.7322098,81.40216,0.074790251,44120.30716,20.18759
SALXEL,1.08,0.57261,0.639634,832.67,771.21,13.79,14.88,0.530194444,176.2053361,126.11638,0.11680719,36196.55327,13.76335,0.083346858,141.9496984,101.59841,0.094098997,27680.30685,12.76044,0.060638665,50.47539466,36.12702,0.033460332,19620.81734,15.00322
SALXIP,1.176,0.580366,0.657136,837.31,711.79,13.83,16.18,0.493508503,168.2133669,120.39625,0.102348375,30577.38087,12.49855,0.07593155,129.9659205,93.0212,0.079076954,30232.06599,12.38934,0.05266013,43.41703479,31.07511,0.026416824,23480.28955,14.58849
SAMLAV02,1.199,0.399742,0.543461,597.48,498.5,3.95,5.58,0.333396163,177.9082231,127.3352,0.106242474,5125.71717,18.03884,0.044296954,165.0590607,118.1386,0.098569266,10017.9348,20.23688,0.036623746,103.7308051,74.2438,0.06194552,14407.48636,19.58171
SAMLAV03,1.199,0.385202,0.540407,634.84,529.65,3.96,5.59,0.321269391,179.4556622,128.44276,0.10716246,8201.17874,19.98126,0.044443003,167.2702302,119.72121,0.099885894,12924.53959,20.65513,0.037166438,105.0308251,75.17427,0.062719456,16216.60386,20.05139
SAMNAW,0.629,0.565725,0.623206,1311.22,2084.97,6.37,7.77,0.899403816,187.3909969,134.12236,0.213270394,13546.4483,15.71058,0.152044397,156.767968,112.20437,0.17841821,14065.06836,14.97225,0.117192213,53.79649936,38.50405,0.061225997,11696.49889,14.24202
SAMVEK,0.981,0.52044,0.577422,1216.83,1240.75,6.73,7.26,0.530519878,185.3054807,132.62968,0.135238225,11254.04893,18.31306,0.075188668,165.1723616,118.21969,0.120544826,15481.33889,18.98144,0.06049527,82.2808195,58.89129,0.060049557,14835.42182,17.32497
SAMWAG,1.273,0.389152,0.527416,1485.51,1166.96,5.15,5.95,0.305696779,114.9385223,82.26556,0.064624929,8718.28603,14.19006,0.05193919,90.37594703,64.68526,0.050814462,9130.4644,13.25343,0.038128723,22.56219199,16.14856,0.012685739,2510.19481,11.24159
SAMWEK,1.28,0.388968,0.527136,1474.13,1151.58,5.18,5.99,0.30388125,116.9807614,83.72726,0.065407137,8976.98366,14.28134,0.052736331,90.90767408,65.06583,0.050828962,7591.3181,13.57354,0.038158156,22.66175599,16.21982,0.012670806,2367.37056,11.38521
SAMWIO,1.296,0.404583,0.526666,1433.26,1105.58,5.09,6.61,0.312178241,128.8332942,92.21054,0.071128754,8109.77915,14.2965,0.057392562,101.2108035,72.44015,0.0558784,9946.81769,13.96987,0.042142207,24.87993755,17.80745,0.013736193,2816.33342,11.58418
SAMWOU,1.31,0.404993,0.525379,1415.04,1080.1,5.11,6.63,0.309154962,129.3017,92.54579,0.07064045,8301.89041,14.19012,0.05687251,101.196771,72.4301,0.05528609,9362.8285,13.83689,0.04151815,25.20111543,18.03733,0.013767941,3138.06645,11.67861
SAMWUA,1.321,0.406157,0.525093,1452.61,1099.82,5.18,6.64,0.307461771,129.9039724,92.97686,0.070396296,11399.69072,14.58397,0.056257501,102.3657533,73.26679,0.055473052,9436.12353,14.07736,0.041334258,26.09065657,18.674,0.014138795,3456.92302,11.77422
SANHOF,0.769,0.619777,0.692294,1957.14,2545.31,6.19,7.83,0.805951886,201.1495676,143.96985,0.186366692,13981.64923,14.95788,0.151635184,156.8976008,112.29716,0.145366889,16369.38499,14.14404,0.110635381,37.48646189,26.83039,0.034731508,4614.44969,11.47963
SAPBIW,0.306,0.874337,0.863912,949.8,3107,21.47,27.26,2.857310458,167.7038985,120.0316,0.392652817,69882.49411,8.37086,0.347255625,103.6464099,74.1834,0.242672086,52839.75908,8.27872,0.197274894,19.3893581,13.87765,0.045397192,13438.86688,9.10941
SAPCOE,1.631,0.110587,0.3005,103.82,63.67,4.06,4.89,0.067803188,38.43454159,27.50896,0.016869197,1943.07426,18.43297,0.005541182,35.87127218,25.67434,0.01574416,2000.91515,18.05697,0.004416145,25.80958952,18.47283,0.011328015,4710.53018,19.70151
SAQDEW,1.17,0.311045,0.513115,773.64,661.02,5.9,6.68,0.265850427,91.48012519,65.47556,0.055713648,9095.62843,14.5106,0.043328717,72.42764674,51.83903,0.04411022,9743.4942,14.13431,0.031725289,20.33568174,14.55497,0.012384931,3749.84841,12.36936
SAQGEW,0.901,0.421991,0.540831,762.88,847.08,4.34,5.64,0.468358491,149.9304513,107.31052,0.119156051,7348.4358,16.85077,0.085692704,125.1596216,89.58116,0.099469628,7849.99304,16.40734,0.066006281,42.10591659,30.13669,0.033463347,4779.05267,14.74707
SAQQAD,0.934,0.628338,0.620233,1330.09,1423.83,8.73,9.59,0.672738758,216.8064565,155.17604,0.166113418,16641.03511,17.52057,0.103404294,191.9613833,137.39354,0.147077545,22529.53058,17.47417,0.084368422,81.84614511,58.58018,0.062709124,21197.32059,15.16998
SAQQEH,0.949,0.619419,0.615012,1365,1437.94,7.63,9.53,0.65270706,213.8940973,153.09156,0.161274423,15733.40718,17.42346,0.100700955,188.8652925,135.17756,0.142402906,23644.01076,17.43023,0.081829438,80.33702482,57.50005,0.060573468,22619.08409,15.91185
SAQQIL,0.953,0.619626,0.615538,1343.83,1409.88,7.98,9.67,0.65018468,216.5483298,154.99129,0.162610439,20663.42357,18.04217,0.101745044,191.0250645,136.72339,0.143444512,26238.77215,17.87655,0.082579118,81.05444873,58.01353,0.060865394,21508.12741,15.46382
SAQQOR,0.813,0.623841,0.616872,1366.31,1680.6,7.97,9.67,0.767332103,218.0974857,156.10008,0.19200915,16643.89529,17.51442,0.117612051,193.7020918,138.63943,0.170531879,19636.91334,17.26755,0.09613478,84.50545298,60.48354,0.074397099,19942.15551,15.68095
SARFOH,0.855,0.490253,0.582382,1283.23,1501.26,4.44,6.27,0.573395322,194.490878,139.20399,0.162857831,15376.99368,18.92832,0.092470278,173.9673376,124.51457,0.14567235,15204.74577,18.53461,0.075284797,84.05943322,60.16431,0.070387553,14533.15803,16.59614
SARFUN,0.788,0.52027,0.595461,790.94,1003.77,8.15,9.51,0.660241117,141.6121938,101.35685,0.128631558,10858.17728,12.20102,0.114074348,96.88922904,69.34704,0.088008046,8456.36445,11.20339,0.073450836,16.02622639,11.47054,0.01455721,1252.36761,9.18894
SARGID,1.13,0.633958,0.618652,1308.78,1158.18,10.5,11.03,0.561024779,235.8586627,168.81238,0.149387625,21166.27007,17.6396,0.083635225,211.0792984,151.07691,0.133692928,22850.73229,17.05755,0.067940528,103.812301,74.30213,0.0657524,28952.50435,16.7438
SARGOJ,1.131,0.63077,0.616713,1335.97,1181.2,10.54,10.98,0.557709991,234.9032976,168.12859,0.148652967,18206.25934,17.34802,0.083917212,209.3550679,149.84282,0.132485377,32761.29453,17.85293,0.067749622,102.2962584,73.21705,0.064735755,31967.46645,16.59048
SARNOQ,1.108,0.542146,0.597172,1244.73,1123.06,5.95,8.29,0.489301444,165.4222111,118.39852,0.106825267,14611.17167,16.92897,0.067445761,143.8247871,102.94048,0.092878225,14586.14418,15.94493,0.053498719,60.98037605,43.64581,0.039379506,14015.5357,14.97677
SARSUC,0.671,0.646731,0.672397,1540.4,2297.35,8.31,10.72,0.963831595,216.9701302,155.29319,0.231607303,15220.44207,16.26149,0.171806442,181.8451818,130.15302,0.194112766,16853.29068,15.6048,0.134311905,56.02155161,40.0966,0.05980086,7830.24387,13.1558
SARTAJ,0.677,0.642082,0.668693,1465.36,2164.12,8.53,9.75,0.948422452,215.4401323,154.19811,0.227729731,13616.67707,16.21732,0.166106671,183.736812,131.50693,0.194217922,15325.87039,15.69677,0.132594862,58.29752713,41.7256,0.06162306,9591.29445,13.43316
SARTEL,0.927,0.508672,0.552705,546.14,589.1,4.11,5.64,0.548729234,193.5796097,138.55177,0.149451043,18769.32522,18.87001,0.073311756,176.990878,126.67862,0.136643892,19834.15557,20.03795,0.060504605,98.62101477,70.58654,0.076139287,20669.74766,18.24251
SARTEN,0.693,0.640809,0.665149,1477.44,2131.15,9.27,9.95,0.924688312,208.1438848,148.97593,0.214895086,12542.40579,16.10317,0.150591813,179.4657383,128.44997,0.185286757,12169.41293,15.47371,0.120983484,62.28310433,44.57822,0.064303273,9469.66692,13.82218
SARTIR,0.842,0.54168,0.602942,1321.44,1569.73,5.23,8.36,0.643325416,210.3496615,150.55468,0.178845248,12139.49738,19.13945,0.106578607,188.1517984,134.66689,0.159971995,14011.96563,18.22622,0.087705355,84.99674162,60.83517,0.07226664,14922.11768,16.49498
SARTOV,0.875,0.564216,0.582333,1108.04,1266.55,4.86,6.49,0.644818286,197.8582309,141.61413,0.161873618,7820.43789,18.35543,0.083545116,181.7881361,130.11219,0.148726202,9934.53098,18.01812,0.0703977,95.74098014,68.5252,0.078328502,13684.48652,17.63929
SASCUN,0.713,0.790947,0.863411,1732.06,2428,11.08,13.36,1.109322581,120.9376746,86.55937,0.12133857,7431.50715,7.20828,0.11261632,63.32616355,45.32477,0.063536083,2646.28396,6.11133,0.054813833,8.693432395,6.2222,0.00872225,178.43947,5.0399
SASDUO,1.246,0.501805,0.593573,1612.75,1294.33,6.52,7.86,0.402732745,177.3641633,126.9458,0.101881965,10611.09675,14.29749,0.076178027,143.579346,102.76481,0.082475206,11084.59812,13.91062,0.056771268,44.74744371,32.02733,0.025703938,4891.42746,12.74219
SASVOA,1.435,0.184225,0.358151,296.76,206.85,4.16,4.91,0.128379791,69.00048693,49.38609,0.034422985,3134.97741,18.11754,0.018685268,63.07030131,45.14164,0.031464532,4351.96443,18.60473,0.015726815,31.54607656,22.57864,0.015737717,8902.97262,18.15378
SATBEW,1.67,0.291605,0.416343,447.5,267.94,4.62,7.25,0.174613772,93.3753487,66.83204,0.040015238,1943.03681,18.02568,0.014437184,86.97410299,62.25044,0.037272037,2848.63816,20.60515,0.011693983,59.68625539,42.71956,0.025578054,4208.50831,20.22392
SATBIA,1.249,0.424086,0.539727,928,743.02,5.58,7.15,0.339540432,148.269905,106.12201,0.084968794,13414.54534,17.48398,0.05558166,129.1468569,92.43497,0.07400998,17937.62695,17.83096,0.044622846,51.28032636,36.70314,0.029387133,12232.66011,15.45697
SATCAT,1.75,0.304814,0.414966,517.43,295.66,4.52,7.1,0.174179429,94.36970503,67.54373,0.038594966,2689.24015,19.05572,0.014222374,86.67628288,62.03728,0.03544854,2087.92124,19.04504,0.011075947,59.59415401,42.65364,0.024372593,5231.05179,20.56046
SATCEX,1.601,0.275755,0.405577,361.1,225.61,4.19,6.99,0.172239225,86.02311002,61.56978,0.038467914,3724.82561,18.5575,0.012359512,81.23187776,58.14052,0.036325365,5825.24099,19.60927,0.010216963,58.38439696,41.78778,0.026108402,6831.28503,20.216
SATNOR,1.181,0.642239,0.650592,1380.89,1169.68,10.66,11.47,0.543809483,243.6022793,174.35476,0.147687164,26747.31823,18.44464,0.089666454,215.8474964,154.48968,0.130860453,26895.95592,17.42104,0.072839743,95.70213664,68.4974,0.05802071,28868.50473,16.05527
SATNOR01,1.177,0.642142,0.65184,1387.77,1179.35,10.69,11.5,0.545575191,242.7224968,173.72507,0.147635204,23601.04908,17.54536,0.090207299,215.6829093,154.37188,0.131188459,28647.2816,18.20629,0.073760554,94.41545254,67.57647,0.057427906,26009.65571,15.56507
SATNOR02,1.17,0.631963,0.646349,1379.23,1178.66,10.68,11.42,0.540139316,238.5647317,170.74921,0.14591875,19341.02788,16.6376,0.091574855,209.753391,150.12791,0.128296218,23993.23528,17.01543,0.073952322,88.84764137,63.5914,0.054343895,26356.18215,15.59248
SATYAQ,1.377,0.234774,0.347115,312.07,226.55,4.27,6.24,0.170496732,91.89923892,65.77553,0.047751054,7408.75835,20.2012,0.01477295,85.65325608,61.30506,0.044505627,10088.05191,21.24988,0.011527523,63.46797416,45.42627,0.032978104,16883.40019,22.23642
SAWRAK,0.839,0.57089,0.639118,1158.13,1380.15,4.42,6.56,0.680441001,191.7144407,137.2168,0.163523832,15672.15827,17.55191,0.102108804,168.3187039,120.47164,0.143568317,19297.49585,17.2404,0.082153289,72.00264057,51.53483,0.061415028,14200.1717,15.64042
SAWRIS,0.908,0.521354,0.621745,1039.22,1144.32,5.14,6.2,0.574178414,185.020281,132.42555,0.145820272,13360.6881,17.17756,0.09275298,161.9452924,115.90997,0.127634152,14472.07717,16.59524,0.07456686,67.33306113,48.19265,0.053067292,12182.85976,15.9019
SAZCED,0.669,0.618467,0.677673,1902.02,2845.16,6.1,7.19,0.924464873,202.6937647,145.07509,0.217013813,10763.5007,15.02149,0.174297034,162.6577582,116.4199,0.174149316,9953.35451,14.19262,0.131432537,39.89803517,28.55643,0.042716779,3096.37895,12.05628
SAZJUB,1.071,0.609379,0.699306,1771.73,1653.9,4.76,8.13,0.568981326,179.8221604,128.70507,0.120146107,23660.42278,14.00719,0.09964997,139.4336688,99.7976,0.093161001,22843.26839,13.32708,0.072664864,30.67648022,21.95624,0.020496137,6003.11078,11.39709
SAZKAI,1.05,0.616505,0.705446,1503.35,1432.1,4.26,8.03,0.587147619,178.0035039,127.4034,0.121365525,11317.82342,14.32203,0.097775278,139.3419817,99.73198,0.095005505,9376.5102,13.42957,0.071415258,34.5991706,24.76385,0.023590246,4368.16856,12.38867
SAZKEM,0.583,0.713643,0.75973,2495.65,4280.02,5.47,7.74,1.224087479,218.4162964,156.32826,0.268103821,18495.6342,13.98386,0.225864322,166.1568757,118.92435,0.203955904,19340.94101,13.16086,0.161716405,34.41127756,24.62937,0.042239499,4627.48342,11.12503
SAZPIV,1.516,0.175043,0.340515,366.77,241.95,5.71,6.96,0.11546372,64.30372912,46.02445,0.030362169,3744.49488,19.00676,0.019214692,56.50460406,40.44234,0.026679671,3554.87192,18.08679,0.015532194,23.60912736,16.89789,0.011147477,5555.334,16.78434
SAZQEQ,1.159,0.175491,0.376821,179,154.44,3.97,6.11,0.151415876,81.1133554,58.05569,0.050089829,2045.348,20.29366,0.032493514,72.89855013,52.17607,0.045016951,4069.90536,21.10692,0.027420635,28.49473108,20.39469,0.017596316,3333.00914,18.20462
SAZTIX01,0.352,0.826262,0.84052,967.8,2749.7,18.35,18.97,2.347335227,163.7677693,117.21438,0.333032403,9333.26157,8.81741,0.300059528,99.83808456,71.45764,0.203027234,5555.2367,8.07027,0.170054359,16.21432069,11.60516,0.032972875,933.00314,8.16379
SECJIW,0.392,0.75264,0.806413,1390.48,3545.89,12.6,13.81,1.92,168.792433,120.81071,0.308083458,4656.34895,9.16308,0.26435754,107.6125139,77.02208,0.196416598,4463.21666,9.23333,0.152690679,23.95650904,17.14652,0.043725918,1553.40691,10.46393
SECPUM,0.696,0.566752,0.633744,1481.49,2129.05,4.79,6.89,0.814298851,208.5151561,149.24166,0.214478148,9658.7679,17.59007,0.136771023,181.872141,130.17232,0.187073211,11586.13783,16.65558,0.109366087,75.54668574,54.07143,0.077707125,11545.31426,15.89664
SECWUT,0.762,0.600537,0.697802,2045.02,2685.27,5.44,6.48,0.788106299,180.9948734,129.54442,0.170101845,10056.96918,14.03655,0.128422535,149.8420384,107.24724,0.140823918,11973.76871,13.84346,0.099144608,44.34838107,31.7417,0.04167931,7044.05102,12.32952
SECXAA,0.776,0.593737,0.691887,2032.79,2620.28,5.36,6.46,0.765125,181.7121172,130.05778,0.167646076,13235.65059,15.19162,0.125101696,151.7509732,108.61353,0.140004176,12741.49602,14.18345,0.097459796,46.11398915,33.00541,0.04254438,6745.1734,12.77851
SEDLET,0.59,0.711102,0.70677,1704.1,2885.96,7.69,10.4,1.205257627,229.2115647,164.05481,0.277834705,21776.97353,15.46213,0.203375456,191.3893811,136.98414,0.23198922,26972.82289,15.01338,0.157529971,61.42832658,43.96642,0.074459249,15941.98349,13.82081
SEDPAU,0.986,0.50388,0.575538,1139.8,1155.88,5.51,6.72,0.511034483,176.4854601,126.31688,0.127744746,15961.85699,18.16363,0.082297621,151.20142,108.2202,0.109443503,20545.43146,17.75365,0.063996378,62.78737136,44.93914,0.045447125,14275.3653,15.67974
SEDVIG,0.732,0.635043,0.725914,1434.48,1959.45,9.39,10.22,0.867545082,147.34236,105.45813,0.144052489,9529.08034,9.94758,0.129978523,89.39176903,63.98085,0.087395823,8181.98257,9.77953,0.073321857,14.39538681,10.30329,0.014073966,1067.61036,8.69265
SEDVOM,0.712,0.639744,0.730067,1386.21,1946.7,9.59,10.44,0.898516854,148.3431166,106.17441,0.149104155,9362.28801,9.62325,0.134308483,90.35492544,64.67021,0.090818469,7305.0421,9.48012,0.076022798,14.7201534,10.53573,0.014795672,1007.92407,8.44113
SEFKOG,1.174,0.293987,0.420522,494.36,420.94,3.92,5.37,0.250414821,119.9424383,85.84704,0.073098034,4365.51323,20.37902,0.031315327,107.0902286,76.64826,0.06526535,4710.8905,21.87522,0.023482643,68.55888567,49.07002,0.041782707,4982.23825,20.77728
SEFKUM,1.177,0.281818,0.41377,455.53,387.14,3.91,5.37,0.239437553,114.382587,81.86766,0.069577744,5534.86812,20.97486,0.029297568,104.3214998,74.66658,0.063457689,4103.40031,21.29116,0.023177513,66.21874209,47.39509,0.040280176,3572.82951,20.43193
SEFLAT,1.056,0.365418,0.46159,869.17,823.23,5.62,6.48,0.346039773,155.6594018,111.41093,0.105523993,4496.43185,20.21672,0.042481682,145.8796112,104.41119,0.098894117,6734.3052,21.04469,0.035851806,92.99428651,66.5593,0.063042311,12009.24121,20.73116
SEFLEX,1.162,0.282322,0.416052,490.49,422.1,3.93,5.39,0.242962134,113.8586672,81.49267,0.070131089,3602.25424,19.89609,0.029257138,101.8926154,72.92814,0.062760616,3498.23144,18.55935,0.021886665,66.35935109,47.49573,0.040873951,4736.93555,21.34791
SEFLIB,1.157,0.296983,0.432336,496.07,428.65,3.98,5.46,0.256683665,122.2710617,87.51372,0.075621872,4226.53347,21.64892,0.032656049,109.9790589,78.7159,0.068019548,4597.52021,20.91317,0.025053724,69.47033629,49.72237,0.042965824,4689.39185,19.99383
SEFPEZ,0.566,0.640188,0.674585,1305.56,2305.64,4.28,5.96,1.131074205,238.2482675,170.5227,0.301148939,16335.88724,16.52369,0.212671955,203.9258571,145.95694,0.257764962,18948.76073,16.5047,0.169287977,69.9968872,50.09924,0.088476985,11970.44743,14.72409
SEFPEZ01,0.563,0.636285,0.678773,1394.47,2478.49,4.28,6.71,1.130168739,231.1062632,165.41092,0.293997865,21010.25968,17.10264,0.209064129,196.4779283,140.62619,0.249946023,21834.97997,16.0814,0.165012287,66.7648331,47.78595,0.084933736,10540.92487,14.46838
SEFPEZ02,0.567,0.634542,0.67395,1155.64,2037.82,4.28,5.96,1.119121693,235.9327925,168.86543,0.297773931,15988.77426,16.96933,0.208953101,201.8796281,144.49238,0.254794977,17003.03552,16.6334,0.165974147,70.37468443,50.36965,0.08882083,14416.52628,14.97337
SEFPID,0.737,0.445296,0.572312,949.88,1289.32,4.63,6.55,0.604200814,166.5961976,119.23878,0.161849655,15146.79575,18.10383,0.109932958,137.6454085,98.51768,0.133723711,13621.44911,17.09113,0.081807015,53.43925039,38.24836,0.051916696,8583.73324,15.32935
SEFSAY,1.379,0.505529,0.664885,1512.6,1096.6,5.2,7.35,0.366591008,141.3873279,101.19591,0.073364912,10990.43978,12.65059,0.062888483,101.371791,72.55537,0.052601125,9809.62451,11.8351,0.042124696,20.18995616,14.45066,0.010476429,2192.96189,10.43131
SEFXAE,0.744,0.634517,0.708537,1643.67,2207.94,5.94,7.52,0.85284543,221.0283516,158.1978,0.212508695,15844.32559,16.82751,0.149875524,192.1065764,137.49746,0.184701725,17083.46076,16.11148,0.122068554,65.14418835,46.626,0.06263317,12904.63068,14.19914
SEFXEI,0.884,0.639984,0.713887,1696.42,1918.73,6.03,7.62,0.723963801,224.3613531,160.58335,0.181628227,7851.44446,16.93279,0.12819368,192.0260918,137.43986,0.155451721,8431.84756,16.31305,0.102017175,66.00651951,47.2432,0.053434546,5818.00095,14.02164
SEGBIR,1.224,0.255928,0.442967,612.28,500.02,8.8,9.5,0.209091503,115.5885708,82.73082,0.067563632,8424.04202,19.81858,0.044159103,101.648651,72.75353,0.059415494,9914.62676,20.11844,0.036010965,40.04071346,28.65855,0.023404529,6745.39241,15.9805
SEGBOX,1.225,0.252448,0.442434,604.88,493.92,8.78,9.47,0.20608,115.8150598,82.89293,0.067688372,6838.01401,18.50227,0.045653288,99.04165799,70.88761,0.057885119,5880.14519,18.29939,0.035850035,37.70211208,26.98473,0.022035084,5924.34663,15.89927
SEGCOX,0.96,0.370197,0.600678,930.78,969.19,4.19,5.44,0.385621875,143.5443711,102.73978,0.106979138,9689.48725,16.71202,0.079945064,113.1794198,81.00651,0.084349088,6611.44569,15.70507,0.057315013,36.27426134,25.96277,0.027034074,3008.9381,14.00025
SEGFOB,0.539,0.728998,0.783416,2301.17,4265.5,5.99,7.57,1.352500928,211.8690682,151.64218,0.280028931,21280.1267,13.86582,0.24207112,153.9534149,110.1899,0.203481379,20649.49991,12.91431,0.165523568,28.71876858,20.55504,0.037957811,2992.30396,10.06556
SEGFUH,0.618,0.689062,0.751808,1696.48,2744.53,7.42,8,1.114987055,176.9951604,126.68169,0.203990022,11190.28031,12.53586,0.181572757,122.1118291,87.39975,0.140736021,9671.8365,11.19159,0.118318757,19.45069346,13.92155,0.022417265,818.50954,8.66956
SEGWAF,1.088,0.443554,0.504323,715.2,657.12,4,5.48,0.407678309,158.2566983,113.26991,0.104071987,13409.82448,20.54255,0.045272304,144.0665098,103.11349,0.094740306,14740.53623,19.77119,0.035940623,89.41352954,63.99642,0.058799683,17126.24721,20.01777
