DDEC Code,Ref. code,Code,Uptake @ 1bar (mol/kg),Uptake @ 1bar (cm³(STP)/cm³),Uptake @ 5bar (mol/kg),Uptake @ 5bar (cm³(STP)/cm³),Uptake @ 10bar (mol/kg),Uptake @ 10bar (cm³(STP)/cm³),Uptake @ 20bar (mol/kg),Uptake @ 20bar (cm³(STP)/cm³),Uptake @ 30bar (mol/kg),Uptake @ 30bar (cm³(STP)/cm³),Uptake @ 50bar (mol/kg),Uptake @ 50bar (cm³(STP)/cm³),Uptake @ 80bar (mol/kg),Uptake @ 80bar (cm³(STP)/cm³),Uptake @ 100bar (mol/kg),Uptake @ 100bar (cm³(STP)/cm³),Uptake @ 140bar (mol/kg),Uptake @ 140bar (cm³(STP)/cm³),Uptake @ 200bar (mol/kg),Uptake @ 200bar (cm³(STP)/cm³),QST @ 5bar (kJ/mol),QST @ 140bar (kJ/mol),Deliverable @ 30bar (mol/kg),Deliverable @ 30bar (cm³(STP)/cm³),Deliverable @ 80bar (mol/kg),Deliverable @ 80bar (cm³(STP)/cm³),Deliverable @140bar (mol/kg),Deliverable @ 140bar (cm³(STP)/cm³),Deliverable @ 200bar (mol/kg),Deliverable @ 200bar (cm³(STP)/cm³),Density (g/cm³),PLD (Å),LCD (Å),VSA (m²/cm³),GSA (m²/g),VF
IBITUK,IBITUK,core-mof-ddec-1025,0.274111711,7.233033023,1.078844811,28.46766424,1.74296802,45.99199798,2.618002244,69.0816771,3.092790875,81.61000666,3.728734018,98.39074815,4.299359331,113.4479368,4.574304138,120.7029528,4.933047763,130.1691828,5.369254085,141.6794343,16.87244,18.37222,2.013946064,53.14234242,3.22051452,84.98027256,3.854202952,101.7015186,4.290409275,113.2117701,1.17728,4.1,5.1,662.848,563.035,0.28
IBOTAU,IBOTAU,core-mof-ddec-1026,0.19584387,9.171575164,0.784680098,36.74739723,1.279338857,59.91278903,1.890757208,88.54615572,2.316523555,108.4852432,2.838788292,132.943452,3.292340813,154.1837953,3.54966024,166.2343357,3.870379716,181.2539673,4.190839709,196.261447,15.22612,17.21538,1.531843457,71.73784597,2.507660715,117.4363981,3.085699618,144.5065701,3.406159611,159.5140498,2.08909,2.9,6.7,0,0,0.44
IBOZIK,IBOZIK,core-mof-ddec-1027,0.475774626,10.02471767,1.978490949,41.68741272,3.383962084,71.30112177,5.182096905,109.1883754,6.284460434,132.415514,7.737447324,163.0303946,8.966764406,188.9324835,9.516403451,200.5135472,10.34749326,218.0248651,11.20111167,236.0108676,15.1661,16.79958,4.305969485,90.72810128,6.988273457,147.2450708,8.369002311,176.3374524,9.222620725,194.3234548,0.94006,4.5,6.1,1597.45,1699.31,0.5
IBUDOZ,IBUDOZ,core-mof-ddec-1028,0.514341826,17.16777337,1.451797309,48.45829353,1.913398968,63.86569822,2.320893268,77.46709995,2.545494048,84.96385617,2.759061918,92.0923544,2.972717225,99.2237711,3.047380133,101.7158801,3.198677246,106.7658963,3.311231997,110.5227645,19.29565,18.62631,1.093696739,36.50556264,1.520919916,50.76547757,1.746879937,58.30760277,1.859434688,62.06447094,1.48919,4.3,5.1,602.658,404.689,0.21
IBUYAH,IBUYAH,core-mof-ddec-1029,0.161033651,5.395947368,0.509520418,17.07311075,0.716047098,23.99344754,0.913908801,30.62343654,1.016736239,34.06899864,1.089816194,36.51777618,1.192855897,39.97045091,1.242366809,41.6294723,1.285517338,43.07536875,1.393128329,46.68121909,20.64539,18.80984,0.507215821,16.99588789,0.683335479,22.89734016,0.77599692,26.002258,0.883607911,29.60810834,1.49492,4.0,4.3,127.256,85.1256,0.09
AVEMOE,AVEMOE,core-mof-ddec-103,0.173940896,8.459304513,0.706429643,34.35594285,1.172934528,57.04357401,1.654739397,80.47529258,1.896839153,92.24938139,2.154662106,104.7881398,2.334983352,113.5577413,2.399472573,116.6940593,2.507258178,121.9360195,2.594675947,126.1874264,21.49665,19.63094,1.190409511,57.89343854,1.62855371,79.20179845,1.800828536,87.58007665,1.888246304,91.83148356,2.16979,2.9,3.5,0,0,0.14
ICAGAU,ICAGAU,core-mof-ddec-1030,0.222035015,10.0736908,0.826287003,37.48850056,1.272449285,57.73080727,1.70143709,77.1939109,1.925952324,87.38012881,2.140241851,97.10240814,2.300479233,104.3723509,2.364272126,107.2666235,2.444976232,110.9281551,2.543221997,115.3855487,17.85869,16.02192,1.099665321,49.89162825,1.47419223,66.88385034,1.618689229,73.43965454,1.716934994,77.89704817,2.02392,2.5,4.8,0,0,0.36
ICAGOK,ICAGOK,core-mof-ddec-1031,0.461647012,8.673067216,2.018889345,37.92933246,3.586148625,67.37378834,5.792331953,108.8218554,7.209885351,135.4537529,8.992893614,168.9515339,10.48610606,197.004855,11.1256357,209.0198437,12.04008306,226.1997738,12.9090286,242.524851,13.85572,16.04585,5.190996006,97.52442044,8.467216715,159.0755225,10.02119371,188.2704413,10.89013926,204.5955185,0.838204,5.0,8.7,1762.88,2103.17,0.6
ICALOP,ICALOP,core-mof-ddec-1032,0.63759081,11.38267121,2.754146176,49.16874572,4.783982087,85.4066501,7.608686823,135.8350515,9.482,169.28303,11.8589748,211.7138595,13.87131299,247.6393837,14.71221061,262.6516156,15.98208157,285.3221487,17.18928671,306.8739324,14.1575,15.51227,6.727853824,120.1142843,11.11716681,198.470638,13.22793539,236.153403,14.43514053,257.7051867,0.796498,6.0,7.5,2305.1,2894.04,0.75
ICANAD,ICANAD,core-mof-ddec-1033,0.418850383,18.90070593,1.25705164,56.72470257,1.71293585,77.29656727,2.131123145,96.16735124,2.349637211,106.0278414,2.585607504,116.6760474,2.76649579,124.8386668,2.855745867,128.8660941,2.961768759,133.650398,3.056879922,137.9423079,20.84834,20.53605,1.092585571,49.30313883,1.50944415,68.11396423,1.704717119,76.92569543,1.799828282,81.21760536,2.01327,2.8,7.3,0,0,0.27
ICANEH,ICANEH,core-mof-ddec-1034,0.399519217,17.86972806,1.230296941,55.02882168,1.70525826,76.27293021,2.142687801,95.83831428,2.365403962,105.7999809,2.613805244,116.9104936,2.804804982,125.4535454,2.887950079,129.1724661,2.975411598,133.084452,3.110714511,139.1362917,20.58953,20.92246,1.135107021,50.77115922,1.574508041,70.42472372,1.745114657,78.05563032,1.88041757,84.10747007,1.99556,2.8,7.4,0,0,0.28
ICEGED,ICEGED,core-mof-ddec-1035,0.320662316,6.779364795,1.466216327,30.99838941,2.737173471,57.86865661,4.626048184,97.80278694,5.959535735,125.9950568,7.754272518,163.9389459,9.29293131,196.4688963,10.05661623,212.6145375,11.05076603,233.6326108,12.02575352,254.2455595,12.83287,14.85312,4.493319408,94.99666739,7.826714983,165.4705069,9.584549703,202.6342214,10.55953719,223.2471701,0.943252,6.4,7.4,2029.61,2151.71,0.61
ICIZOL,ICIZOL,core-mof-ddec-1036,0.471844629,13.02294526,1.693592484,46.7432728,2.511188673,69.30898565,3.41584369,94.27752836,3.911692652,107.9629949,4.512894261,124.556202,4.994562463,137.8502786,5.182929874,143.0492325,5.49891882,151.7705499,5.750064754,158.7021955,19.60187,20.14039,2.218100168,61.2197221,3.300969979,91.1070058,3.805326336,105.0272771,4.05647227,111.9589227,1.23139,3.1,4.7,0,0,0.3
ICORAV,ICORAV,core-mof-ddec-1037,0.088052383,3.475315346,0.389435924,15.37053963,0.691675445,27.29954835,1.066603383,42.09747626,1.392172724,54.94728324,1.785381948,70.46675018,2.200671959,86.85771769,2.40678843,94.99287209,2.69194329,106.247571,2.964965946,117.0234273,14.15447,14.9617,1.0027368,39.57674361,1.811236035,71.48717806,2.302507366,90.87703137,2.575530022,101.6528877,1.76091,4.4,5.0,656.804,372.992,0.27
ICOWON,ICOWON,core-mof-ddec-1038,0.372796651,10.54399498,1.458433129,41.24959693,2.372510867,67.10291683,3.468668822,98.106103,4.17392067,118.0530953,5.04885382,142.7992692,5.800681781,164.0635972,6.158505862,174.1841154,6.701828663,189.5511872,7.168199964,202.741801,16.18901,18.24922,2.715487541,76.80349837,4.342248652,122.8140003,5.243395534,148.3015903,5.709766835,161.4922041,1.26187,4.2,5.8,1125.38,891.834,0.36
ICOYIK,ICOYIK,core-mof-ddec-1039,0.566457071,19.95047225,1.237482519,43.58381582,1.68855619,59.47051444,2.166702156,76.3106923,2.47196987,87.06214263,2.862522645,100.8173108,3.229075487,113.7272076,3.401027398,119.7833097,3.657669968,128.8221949,3.860970778,135.9823971,19.61352,19.11193,1.234487351,43.47832681,1.991592968,70.14339178,2.420187449,85.23837908,2.623488259,92.3985813,1.57134,3.2,5.0,0,0,0.31
AVEROJ,AVEROJ,core-mof-ddec-104,0.199311844,7.583715893,0.85668243,32.5963377,1.501359816,57.12598957,2.328602025,88.60214158,2.909841994,110.7180315,3.613662835,137.4980622,4.255189791,161.9078418,4.577065354,174.1550459,4.937077696,187.8533353,5.330178125,202.8106099,13.86053,16.18251,2.053159564,78.1216938,3.398507361,129.3115041,4.080395266,155.2569976,4.473495695,170.2142722,1.69759,6.8,7.0,1352.46,796.694,0.46
IDAGOL,IDAGOL,core-mof-ddec-1040,0.062313063,2.082786527,0.282689086,9.448757468,0.529045355,17.68310659,0.862471169,28.82771672,1.139862353,38.09939414,1.564652283,52.29780934,1.968448228,65.79450994,2.172938145,72.6294948,2.439908347,81.55285552,2.687967241,89.84411416,16.13885,16.78554,0.857173267,28.65063667,1.685759142,56.34575247,2.157219261,72.10409805,2.405278155,80.39535669,1.49127,3.2,3.8,0,0,0.15
IDAGUR,IDAGUR,core-mof-ddec-1041,0.131121894,4.065483495,0.582393371,18.05732494,0.983910444,30.5065124,1.527702662,47.36699411,1.921084613,59.56394906,2.363578294,73.28363163,2.752030361,85.32773368,2.926536859,90.73837312,3.162129987,98.04302643,3.360919824,104.2065799,16.50148,17.5192,1.338691242,41.50662412,2.16963699,67.27040874,2.579736616,79.98570149,2.778526453,86.14925495,1.38333,3.3,4.2,0,0,0.18
IDAZEU,IDAZEU,core-mof-ddec-1042,0.01879794,0.945960372,0.091973048,4.628318747,0.181965671,9.156977429,0.350680203,17.64712369,0.497799242,25.05052961,0.799665179,40.24119475,1.153376399,58.04084696,1.363687914,68.6242597,1.753976625,88.26458469,2.18603943,110.0070889,15.4489,15.94093,0.405826194,20.42221086,1.061403351,53.41252821,1.662003577,83.63626594,2.094066382,105.3787701,2.24514,2.5,2.7,0,0,0.19
IDIWOH01,IDIWOH01,core-mof-ddec-1043,0.411493605,9.220177102,1.832793194,41.06668396,3.288729927,73.68929184,5.314766198,119.0858983,6.617533988,148.2765092,8.143975772,182.4788964,9.458023288,211.9222478,9.978067351,223.5746727,10.67989894,239.3003401,11.39979973,255.4308771,14.21142,17.2852,4.784740794,107.2098252,7.625230094,170.8555638,8.847105746,198.2336561,9.567006541,214.3641931,0.999675,7.2,7.7,1544.27,1544.77,0.53
IDIWOH,IDIWOH,core-mof-ddec-1044,0.413968653,9.282102931,1.87133902,41.95960559,3.321446542,74.47425901,5.330103379,119.5128371,6.623890668,148.5224414,8.204364234,183.960193,9.5070103,213.1684308,10.00997248,224.4459675,10.76476739,241.3701573,11.46085091,256.9779066,14.20351,17.67753,4.752551648,106.5628358,7.63567128,171.2088252,8.89342837,199.4105517,9.589511894,215.0183011,1.00037,7.2,7.7,1539.6,1539.03,0.54
IDUDES,IDUDES,core-mof-ddec-1045,0.993278679,28.36676557,2.380729599,67.99058494,2.994164933,85.50951158,3.561860829,101.7221785,3.898671911,111.3410712,4.311794389,123.1393195,4.709156906,134.4874835,4.997147654,142.71213,5.277089793,150.7069186,5.58414016,159.4758834,21.84,20.18774,1.517942312,43.35048626,2.328427307,66.49689856,2.896360194,82.71633366,3.203410562,91.48529845,1.27416,3.0,4.5,0,0,0.32
IDUDIW,IDUDIW,core-mof-ddec-1046,0.749763264,18.37954458,2.73613348,67.07302113,4.212800596,103.2717393,5.742273317,140.7649234,6.632609244,162.5904377,7.65523175,187.6587983,8.553335878,209.6747408,8.959853628,219.6400344,9.516175026,233.2775843,10.01853695,245.5923826,18.9136,20.02201,3.896475764,95.51741657,5.817202398,142.6017197,6.780041546,166.2045632,7.282403467,178.5193614,1.09369,3.5,4.4,0,0,0.45
IFASOZ,IFASOZ,core-mof-ddec-1047,0.270833585,4.526676399,1.249748071,20.88812249,2.403400685,40.17011834,4.356832445,72.81951611,5.867364216,98.06634256,8.059964692,134.7131743,10.17649527,170.0885839,11.11198188,185.7241823,12.42614198,207.688879,13.7491831,229.8020116,11.42229,14.0113,4.617616145,77.17822007,8.926747199,149.2004614,11.17639391,186.8007565,12.49943502,208.9138891,0.745691,7.3,9.7,1708.62,2291.32,0.57
IFEHUY,IFEHUY,core-mof-ddec-1048,0.214615439,4.988346627,1.001869297,23.28663476,1.851417667,43.03284583,3.326836822,77.32628817,4.439261831,103.1825899,6.090518866,141.5630649,7.615389326,177.0059131,8.355968789,194.2193396,9.386375791,218.1692815,10.37029435,241.038684,11.85153,13.61365,3.437392534,79.89595514,6.613520029,153.7192783,8.384506494,194.8826467,9.368425054,217.7520492,1.037,10.1,11.3,1488.15,1435.05,0.65
IFENOY01,IFENOY01,core-mof-ddec-1049,0.079373271,2.368225464,0.36644875,10.93357056,0.663756099,19.80419946,1.120881319,33.44324406,1.385492792,41.33834048,1.805358818,53.86569886,2.137308063,63.76992283,2.265765831,67.60266087,2.480485921,74.00916999,2.65291564,79.15387984,14.94667,17.90077,1.019044042,30.40476992,1.770859313,52.83635227,2.114037171,63.07559943,2.28646689,68.22030928,1.33111,5.8,7.2,447.653,336.301,0.13
AVESAW,AVESAW,core-mof-ddec-105,0.233037654,10.6197755,0.70681543,32.21033623,0.933722667,42.55074206,1.131006374,51.54117193,1.198850043,54.63288057,1.267143704,57.74509585,1.339113277,61.02482639,1.368543953,62.36601381,1.393907164,63.52184252,1.418352859,64.63585899,22.07139,19.67756,0.492034613,22.42254434,0.632297847,28.81449016,0.687091734,31.31150629,0.711537429,32.42552277,2.03317,2.5,4.3,0,0,0.15
IFENOY02,IFENOY02,core-mof-ddec-1050,0.087157358,2.586221614,0.397469826,11.79412827,0.704798847,20.91350704,1.162025775,34.48080872,1.507502244,44.7321373,1.866139785,55.37399459,2.217644175,65.80418974,2.359418968,70.01107536,2.561750969,76.01487596,2.737835412,81.23983232,15.26254,18.06634,1.110032418,32.93800903,1.820174349,54.01006147,2.164281143,64.22074769,2.340365585,69.44570405,1.32381,5.8,7.3,447.595,338.11,0.13
IFENOY,IFENOY,core-mof-ddec-1051,0.08282981,2.505306768,0.370218089,11.19777872,0.65123311,19.69748232,1.087105333,32.88106477,1.396757751,42.24694764,1.745185046,52.78563245,2.128611726,64.382924,2.225946191,67.32694494,2.419910739,73.19368174,2.616072962,79.12689039,15.01171,17.9963,1.026539662,31.04916892,1.758393637,53.18514528,2.04969265,61.99590302,2.245854874,67.92911167,1.34939,5.8,7.3,452.389,335.253,0.12
IFEPUG,IFEPUG,core-mof-ddec-1052,0.184792945,5.586925343,0.778990638,23.55156215,1.319853551,39.90370543,1.941083089,58.68560773,2.25684261,68.23210241,2.634220497,79.64153192,2.920942257,88.31011536,3.055169153,92.36825539,3.216608709,97.24912757,3.385665098,102.3602828,15.30344,17.41215,1.477851972,44.68054026,2.141951619,64.75855321,2.437618071,73.69756542,2.60667446,78.80872062,1.34881,8.2,8.5,574.77,426.13,0.21
IFEQAN,IFEQAN,core-mof-ddec-1053,0.183487687,5.547804581,0.77396172,23.40096194,1.308490458,39.5625967,1.929104094,58.32703387,2.266442757,68.5265683,2.639701452,79.81215555,2.911285605,88.02358287,3.032917605,91.70116245,3.224146435,97.48302277,3.38677259,102.4000727,15.29164,17.62898,1.492481037,45.12560636,2.137323885,64.62262093,2.450184715,74.08206083,2.612810869,78.99911081,1.3489,8.2,8.5,607.577,450.425,0.21
IFEQIV,IFEQIV,core-mof-ddec-1054,0.129732513,3.847489087,0.579853411,17.19676602,1.031954234,30.60476175,1.648395564,48.88661903,2.013013562,59.70012858,2.444216689,72.48835943,2.787055519,82.65596217,2.942201582,87.25714326,3.122123823,92.59311373,3.328503821,98.71374433,14.15525,16.48424,1.433160151,42.50336256,2.207202108,65.45919615,2.542270412,75.39634771,2.74865041,81.51697831,1.3231,7.9,8.2,604.908,457.189,0.2
IGAHAB,IGAHAB,core-mof-ddec-1055,0.507639378,12.48123564,1.65939749,40.79929963,2.621454356,64.45321416,3.864727966,95.02135279,4.673229019,114.8998189,5.667220576,139.3389057,6.569019492,161.5112692,7.007271163,172.286482,7.553889076,185.7260757,8.175973418,201.0211486,15.13396,16.81041,3.01383153,74.10051927,4.909622003,120.7119696,5.894491587,144.9267761,6.516575928,160.2218489,1.09695,5.9,8.1,1113.45,1015.04,0.5
IGAHED01,IGAHED01,core-mof-ddec-1056,0.47509596,16.18642214,1.661651198,56.61211631,2.451230197,83.51291122,3.269572266,111.3936581,3.70699684,126.2966238,4.242421368,144.5384279,4.664449589,158.916843,4.884244631,166.4052151,5.158245366,175.7403641,5.487963406,186.9737903,19.59733,19.35323,2.045345642,69.68450749,3.002798391,102.3047267,3.496594168,119.1282478,3.826312208,130.361674,1.52002,3.3,4.4,0,0,0.23
IGAHED02,IGAHED02,core-mof-ddec-1057,0.514083636,17.70522011,1.713012006,58.99673218,2.493292048,85.86984956,3.303558039,113.7756935,3.717094063,128.0180187,4.21320821,145.1043633,4.646845264,160.038975,4.816213641,165.8720811,5.10251957,175.7325573,5.443829459,187.4873892,19.62269,19.2722,2.004082057,69.02128652,2.933833258,101.0422428,3.389507564,116.7358251,3.730817453,128.490657,1.53655,3.3,4.4,0,0,0.23
IGAHED,IGAHED,core-mof-ddec-1058,0.49345609,16.84162323,1.680529352,57.35635401,2.506064313,85.53180682,3.28524037,112.1250334,3.720355066,126.9754688,4.243873533,144.8431189,4.677637971,159.64747,4.862487622,165.9563762,5.154814519,175.9334736,5.504845894,187.8800209,19.59855,19.66526,2.039825714,69.61911479,2.997108619,102.291116,3.474285167,118.5771196,3.824316542,130.5236669,1.5227,3.3,4.4,0,0,0.23
IGOCOX,IGOCOX,core-mof-ddec-1059,0.323404646,8.892345686,1.463804484,40.24882028,2.576921804,70.85513377,4.067160645,111.8307941,5.009475578,137.7407191,6.116121742,168.1691014,7.031527191,193.3391223,7.433335701,204.3872634,7.982233423,219.4797747,8.522221527,234.3273069,14.11109,15.76205,3.545671094,97.49189882,5.567722707,153.090302,6.518428939,179.2309544,7.058417042,194.0784866,1.22663,2.6,12.2,0,0,0.63
AVIMOI,AVIMOI,core-mof-ddec-106,0.691729535,19.01174511,2.132738312,58.61695228,2.924924582,80.38968667,3.792054962,104.2222121,4.305943206,118.3461028,4.934681836,135.626583,5.406235809,148.5869432,5.662358148,155.6263024,5.99087209,164.6552986,6.419195302,176.4274888,18.62587,19.45893,2.173204894,59.72915052,3.273497497,89.96999092,3.858133778,106.0383463,4.28645699,117.8105366,1.22616,4.4,5.7,825.804,673.49,0.35
IHIWIF,IHIWIF,core-mof-ddec-1060,0.095236503,4.41468451,0.393687673,18.24937733,0.650584744,30.15783144,0.999871406,46.3490016,1.193955127,55.34574524,1.458710135,67.61845373,1.677675396,77.7685802,1.77775319,82.40768261,1.917822755,88.90060202,2.063624717,95.65924653,16.77822,16.83689,0.800267454,37.09636791,1.283987723,59.51920287,1.524135082,70.65122469,1.669937044,77.4098692,2.06811,2.6,4.7,0,0,0.24
IJANAJ,IJANAJ,core-mof-ddec-1061,0.235933244,7.487236229,0.917846381,29.12744535,1.423152733,45.16311694,2.052835148,65.14580739,2.39350275,75.95674172,2.749003973,87.23841441,3.08422937,97.87664278,3.205314423,101.7192229,3.399829114,107.8920599,3.576692759,113.5047487,21.06342,21.73308,1.475656369,46.82929637,2.166382989,68.74919743,2.481982733,78.76461455,2.658846378,84.37730335,1.41576,3.0,4.2,0,0,0.15
IJANEN,IJANEN,core-mof-ddec-1062,0.292154315,9.268801622,1.17749847,37.35696912,1.902479678,60.35750908,2.615893191,82.99105572,3.009402559,95.47541786,3.432278163,108.8914445,3.721958201,118.081748,3.826081013,121.3851176,3.954454448,125.4578553,4.069648295,129.1124613,21.86047,22.20906,1.831904089,58.11844874,2.544459731,80.72477888,2.776955978,88.10088618,2.892149825,91.75549221,1.41537,2.9,4.0,0,0,0.15
IJASAO01,IJASAO01,core-mof-ddec-1063,0.677209854,18.47229292,2.120635175,57.84469011,3.0487066,83.15974884,3.974728905,108.4189136,4.524147385,123.4054337,5.188964156,141.5396798,5.720112675,156.0278491,5.950687951,162.3172644,6.262941183,170.8346142,6.646971021,181.3098186,18.69557,19.35556,2.40351221,65.56074359,3.5994775,98.18315899,4.142306008,112.9899241,4.526335846,123.4651285,1.21698,3.8,6.0,905.691,744.21,0.33
IJASAO,IJASAO,core-mof-ddec-1064,0.654972794,17.86573134,2.010703939,54.84608934,2.874195272,78.39959309,3.777324798,103.0343102,4.299899795,117.2886191,4.891530166,133.4265554,5.477226282,149.4026227,5.681744936,154.9812901,6.037832962,164.694324,6.427165925,175.3141821,18.54416,18.93178,2.289195856,62.44252976,3.466522343,94.55653336,4.027129023,109.8482347,4.416461986,120.4680928,1.21698,4.1,5.8,854.251,701.942,0.33
IJASES01,IJASES01,core-mof-ddec-1065,0.507767197,18.58330315,1.483659882,54.29909913,2.019311447,73.90291657,2.548886938,93.28436133,2.875656676,105.2435055,3.346412007,122.4722455,3.746977959,137.1321892,3.914304247,143.2560097,4.213932397,154.2218239,4.522540826,165.516299,19.77063,19.60928,1.391996794,50.94440637,2.263318077,82.83309007,2.730272515,99.92272477,3.038880944,111.2171999,1.63283,2.9,4.9,0,0,0.29
IJASES,IJASES,core-mof-ddec-1066,0.519377319,19.00821131,1.471119611,53.84014934,2.009722222,73.55196938,2.568607416,94.00609294,2.861356485,104.720146,3.251824641,119.0105298,3.688652987,134.9976074,3.906468251,142.9692273,4.183224125,153.0979602,4.486345349,164.1916142,19.87736,19.60291,1.390236874,50.87999666,2.217533376,81.15745806,2.712104514,99.25781086,3.015225738,110.3514648,1.63283,2.9,4.9,0,0,0.29
IJASIW,IJASIW,core-mof-ddec-1067,0.682708412,24.35270152,1.668320095,59.51018125,2.062331429,73.56484978,2.423107631,86.43399714,2.650257009,94.53657931,2.853068062,101.7709959,3.029138778,108.0515653,3.16805627,113.0068525,3.27540444,116.8360392,3.408438559,121.5814621,22.69694,21.84891,0.981936914,35.02639806,1.360818683,48.54138405,1.607084345,57.32585795,1.740118464,62.07128089,1.59147,3.4,4.4,0,0,0.21
IJASOC,IJASOC,core-mof-ddec-1068,0.52342308,11.95946248,2.023266827,46.22872904,3.284226953,75.03984935,4.822460327,110.1862635,5.870296827,134.1278163,7.157105968,163.5295494,8.221433316,187.8478943,8.721288504,199.2688644,9.467894404,216.3277325,10.18645919,232.7459014,15.80339,16.0596,3.84703,87.89908726,6.198166489,141.6191653,7.444627577,170.0990035,8.163192359,186.5171724,1.0194,5.9,6.3,1628.89,1597.9,0.5
IJENER,IJENER,core-mof-ddec-1069,0.53862237,19.86340413,1.510112178,55.6901647,2.078632166,76.65613809,2.605058434,96.0697724,2.881747097,106.2735423,3.206799228,118.2608681,3.487187708,128.6010805,3.587381837,132.296056,3.770999071,139.0675225,3.964641257,146.2086908,19.41714,19.35535,1.371634919,50.5833776,1.97707553,72.9109158,2.260886893,83.3773578,2.454529079,90.51852613,1.64534,2.6,6.0,0,0,0.36
AVIMUO,AVIMUO,core-mof-ddec-107,0.49933022,13.8885466,1.648800007,45.86030405,2.454273329,68.26402267,3.310916173,92.0909884,3.783755465,105.242707,4.402018514,122.4392932,4.902762612,136.3671659,5.099908589,141.8506535,5.399445025,150.1820654,5.74381424,159.760472,19.30733,19.42353,2.134955458,59.38240295,3.253962605,90.50686185,3.750645018,104.3217614,4.095014233,113.900168,1.24095,3.6,5.7,0,0,0.32
IJEXUR,IJEXUR,core-mof-ddec-1070,0.213054936,7.05004584,0.74096194,24.51863235,1.113562069,36.84807208,1.513312232,50.07591384,1.749929741,57.90565162,2.028636001,67.12811767,2.289877599,75.77267328,2.409805747,79.74112836,2.5731786,85.14718053,2.725517876,90.18812868,18.24908,18.94415,1.008967801,33.38701928,1.548915659,51.25404094,1.83221666,60.62854819,1.984555937,65.66949634,1.47624,2.9,5.1,0,0,0.19
IJIROI,IJIROI,core-mof-ddec-1071,0.066074988,3.677587093,0.276202481,15.37281657,0.462657047,25.7504636,0.682754694,38.00060978,0.820553141,45.67016526,0.972434226,54.12352909,1.089103211,60.61706564,1.13974125,63.43546642,1.188039523,66.12364102,1.238358253,68.92426975,15.86457,15.79986,0.544350661,30.29734869,0.812900731,45.24424907,0.911837043,50.75082445,0.962155772,53.55145318,2.48316,2.9,3.8,0,0,0.14
IJOMOJ02,IJOMOJ02,core-mof-ddec-1072,0.131486792,4.760085503,0.560257511,20.28244525,0.914167556,33.09469851,1.375837117,49.80806231,1.692524399,61.27277691,2.064700934,74.74631373,2.344082424,84.86048385,2.496198853,90.36740357,2.712643982,98.20315126,2.892996828,104.7322859,15.44812,15.88077,1.132266889,40.99033166,1.783824914,64.5780386,2.152386472,77.92070601,2.332739317,84.44984063,1.61514,3.9,5.0,587.722,363.883,0.25
IJOMOJ04,IJOMOJ04,core-mof-ddec-1073,0.134245926,4.869187704,0.54918904,19.91944636,0.921167581,33.41135183,1.38325229,50.17146702,1.707252555,61.92316896,2.040405226,74.00683464,2.354301439,85.39205602,2.487340244,90.21746064,2.704104718,98.07965016,2.922542555,106.0025337,15.50323,16.16336,1.158063515,42.0037226,1.805112399,65.47260966,2.154915678,78.1602038,2.373353516,86.08308732,1.6182,4.0,4.9,617.951,381.874,0.25
IJOMOJ06,IJOMOJ06,core-mof-ddec-1074,0.130880038,4.761196617,0.54918904,19.97857766,0.907308042,33.00634731,1.385966716,50.41914836,1.692862904,61.58351781,2.046383349,74.44399965,2.318988355,84.36091328,2.46631462,89.72039612,2.663350008,96.88821359,2.858009474,103.969599,15.52412,15.96383,1.143673864,41.60494015,1.769799315,64.38233562,2.114160968,76.90963593,2.308820435,83.99102137,1.62301,3.9,4.9,608.385,374.85,0.25
IJOMOJ07,IJOMOJ07,core-mof-ddec-1075,0.132738621,4.806886601,0.55935696,20.25609015,0.920643857,33.33943492,1.386132775,50.19626547,1.68335922,60.95977804,2.038054852,73.8044322,2.360241242,85.47182356,2.494966184,90.35064115,2.691592811,97.47111514,2.914648366,105.5486645,15.50071,15.90222,1.12400226,40.70368789,1.800884282,65.21573341,2.132235851,77.21502499,2.355291406,85.29257431,1.61564,3.9,4.9,597.963,370.109,0.25
IKEBUV01,IKEBUV01,core-mof-ddec-1076,0.260681266,7.519424784,1.13961873,32.87262433,2.040497707,58.85873298,3.306116576,95.36586692,4.139252392,119.397905,5.142988496,148.3509566,6.031368108,173.9765175,6.461982861,186.3977218,7.041187194,203.1050344,7.668294226,221.194114,14.77792,16.23911,2.999633662,86.52528067,4.891749378,141.1038932,5.901568464,170.2324101,6.528675496,188.3214896,1.28693,3.9,4.9,1280.54,995.034,0.42
IKEBUV,IKEBUV,core-mof-ddec-1077,0.264864496,7.699329351,1.161031834,33.74996129,2.062999079,59.96919036,3.298347721,95.87946223,4.117405239,119.6885937,5.137446503,149.340109,6.038400966,175.5298975,6.390666657,185.7698867,7.000550105,203.4985503,7.593329491,220.7300169,14.95811,16.26244,2.956373405,85.93863241,4.877369132,141.7799362,5.839518271,169.748589,6.432297656,186.9800556,1.29691,3.9,4.9,1274.74,982.907,0.42
