DDEC Code,Ref. code,Code,Uptake @ 1bar (mol/kg),Uptake @ 1bar (cm³(STP)/cm³),Uptake @ 5bar (mol/kg),Uptake @ 5bar (cm³(STP)/cm³),Uptake @ 10bar (mol/kg),Uptake @ 10bar (cm³(STP)/cm³),Uptake @ 20bar (mol/kg),Uptake @ 20bar (cm³(STP)/cm³),Uptake @ 30bar (mol/kg),Uptake @ 30bar (cm³(STP)/cm³),Uptake @ 50bar (mol/kg),Uptake @ 50bar (cm³(STP)/cm³),Uptake @ 80bar (mol/kg),Uptake @ 80bar (cm³(STP)/cm³),Uptake @ 100bar (mol/kg),Uptake @ 100bar (cm³(STP)/cm³),Uptake @ 140bar (mol/kg),Uptake @ 140bar (cm³(STP)/cm³),Uptake @ 200bar (mol/kg),Uptake @ 200bar (cm³(STP)/cm³),QST @ 5bar (kJ/mol),QST @ 140bar (kJ/mol),Deliverable @ 30bar (mol/kg),Deliverable @ 30bar (cm³(STP)/cm³),Deliverable @ 80bar (mol/kg),Deliverable @ 80bar (cm³(STP)/cm³),Deliverable @140bar (mol/kg),Deliverable @ 140bar (cm³(STP)/cm³),Deliverable @ 200bar (mol/kg),Deliverable @ 200bar (cm³(STP)/cm³),Density (g/cm³),PLD (Å),LCD (Å),VSA (m²/cm³),GSA (m²/g),VF
TARVUD,TARVUD,core-mof-ddec-2284,0.087219663,3.079761708,0.396019611,13.98361324,0.699777399,24.70942407,1.129998581,39.90070868,1.466648919,51.78796877,1.892695236,66.8318372,2.285046352,80.68591441,2.479815924,87.56330706,2.732909706,96.50015125,3.000305767,105.9420147,13.2119,15.57422,1.070629308,37.80435553,1.889026741,66.70230117,2.336890095,82.51653801,2.604286156,91.9584015,1.5754,5.1,5.5,682.321,433.11,0.23
TARWAK,TARWAK,core-mof-ddec-2285,0.076545767,2.769814642,0.34583332,12.5140061,0.605635269,21.91496018,1.017656329,36.82397489,1.289751494,46.66976001,1.697315272,61.4174876,2.044935735,73.9961616,2.249748668,81.40733381,2.502169398,90.54119793,2.764234356,100.0240392,13.19151,16.06234,0.943918174,34.15575391,1.699102415,61.4821555,2.156336078,78.02719183,2.418401036,87.5100331,1.61442,5.1,5.7,673.806,417.366,0.21
TARWEO,TARWEO,core-mof-ddec-2286,0.083685949,3.305522544,0.373743071,14.76252787,0.658433781,26.00756453,1.063552813,42.00941572,1.352867666,53.43710202,1.748638106,69.06969191,2.129934278,84.13056072,2.278408377,89.99515915,2.460625678,97.19258484,2.670497559,105.4823425,13.35093,15.77681,0.979124595,38.67457415,1.756191207,69.36803285,2.086882607,82.43005697,2.296754488,90.71981464,1.76228,5.4,5.9,721.068,409.168,0.24
TASXIW,TASXIW,core-mof-ddec-2287,0.459473797,11.3927623,1.945073445,48.22855966,3.308074085,82.02448537,5.024096896,124.57368,6.095669558,151.1435795,7.329660677,181.7406834,8.357748436,207.2323644,8.781859463,217.7482984,9.400578756,233.0895907,10.01026359,248.2068715,15.29827,17.05525,4.150596113,102.9150198,6.412674991,159.0038047,7.455505311,184.861031,8.065190142,199.9783118,1.10616,4.8,7.4,1838.98,1662.49,0.59
TATPOV,TATPOV,core-mof-ddec-2288,0.398845165,8.337936386,1.774639189,37.09918023,3.217916594,67.27117737,5.339586665,111.6251062,6.781868939,141.7763,8.677644254,181.4078547,10.29412507,215.200703,11.01424577,230.2549676,11.99686182,250.7967487,12.99286997,271.6184944,13.45824,15.81242,5.00722975,104.6771198,8.519485881,178.1015228,10.22222263,213.6975685,11.21823078,234.5193141,0.932619,6.4,9.0,1832.71,1965.13,0.64
TATSIS,TATSIS,core-mof-ddec-2289,0.865885217,28.83734183,1.493392368,49.73576793,1.713382438,57.06229197,1.926188361,64.14955599,2.125713386,70.79451452,2.326771762,77.49053959,2.474254484,82.40228721,2.58420981,86.06422678,2.736665232,91.14158464,2.872858579,95.67735224,23.09239,21.53859,0.632321018,21.05874659,0.980862116,32.66651928,1.243272864,41.40581671,1.379466211,45.9415843,1.48587,2.4,4.5,0,0,0.2
CANRIU,CANRIU,core-mof-ddec-229,0.722499238,13.9519885,2.616906507,50.53437784,4.069458971,78.58422787,5.896033259,113.8567128,6.987584591,134.935367,8.320244248,160.6699993,9.465835651,182.7922068,10.02067152,193.506493,10.69862669,206.598303,11.41917626,220.5126421,16.1901,16.73614,4.370678084,84.40098916,6.848929144,132.257829,8.081720183,156.0639252,8.802269757,169.9782642,0.861557,4.4,7.0,1505.57,1747.5,0.52
TAYNEN,TAYNEN,core-mof-ddec-2290,0.267921646,7.82109917,0.98284434,28.69093693,1.5555352,45.40877993,2.200777916,64.24453787,2.597020563,75.8115504,3.080568315,89.92715092,3.450756186,100.7335792,3.666130662,107.020735,3.912718353,114.2190589,4.185546809,122.1833964,18.0897,19.74905,1.614176224,47.12061347,2.467911847,72.04264227,2.929874014,85.52812197,3.202702469,93.49245945,1.3024,3.5,5.3,0,0,0.22
TEBCEK,TEBCEK,core-mof-ddec-2291,0.08321698,2.878159895,0.338141236,11.69502359,0.583299717,20.17412613,0.855220275,29.5788275,0.9889901,34.20541867,1.186201971,41.02622972,1.394994854,48.2475841,1.451642435,50.2068092,1.564785483,54.11999833,1.637080614,56.62041289,22.0961,23.21195,0.650848864,22.51039509,1.056853618,36.55256052,1.226644247,42.42497475,1.298939378,44.9253893,1.54308,2.9,3.7,0,0,0.05
TEBFUD,TEBFUD,core-mof-ddec-2292,0.078795036,3.731536757,0.360163427,17.05644329,0.626779155,29.68270043,1.048043488,49.63273056,1.320401119,62.53090996,1.643730738,77.84299578,1.879299892,88.99896446,1.978463576,93.69510967,2.072731531,98.15940537,2.169517865,102.7429652,20.04154,20.2871,0.960237692,45.47446667,1.519136465,71.94252117,1.712568104,81.10296208,1.809354439,85.68652193,2.11286,2.7,3.7,0,0,0.14
TEBSAW,TEBSAW,core-mof-ddec-2293,0.435897435,11.97008923,1.626886766,44.67560074,2.46892782,67.79871585,3.398691793,93.33077188,3.896076246,106.9893434,4.453058301,122.2845123,4.92496262,135.2433791,5.184217586,142.3627261,5.519526073,151.5705631,5.862527185,160.9896456,17.46719,17.40278,2.269189481,62.31374266,3.298075855,90.56777836,3.892639308,106.8949624,4.23564042,116.3140449,1.22508,3.9,5.2,781.807,638.165,0.35
TECTUS,TECTUS,core-mof-ddec-2294,0.493751795,12.45353631,1.766430024,44.55335789,2.638730752,66.55475394,3.655983561,92.2121691,4.271039822,107.7252782,5.050537956,127.3859831,5.74497744,144.9013165,6.090118271,153.6065484,6.524174132,164.5544183,7.002656325,176.6228208,16.88899,17.41131,2.504609798,63.17192031,3.978547416,100.3479586,4.757744108,120.0010604,5.236226301,132.0694629,1.12529,3.6,5.2,0,0,0.38
TECVEE,TECVEE,core-mof-ddec-2295,0.555173969,14.52307077,1.899097767,49.67943888,2.786285491,72.88782187,3.707060653,96.97483529,4.289090095,112.2004317,4.920857257,128.7271417,5.514162941,144.2477189,5.763382375,150.7671735,6.145029291,160.7508641,6.51836782,170.5172116,17.84046,19.2011,2.389992329,62.52099282,3.615065175,94.56828002,4.245931525,111.0714252,4.619270053,120.8377727,1.16711,4.2,6.3,907.902,777.905,0.34
TEDGOA,TEDGOA,core-mof-ddec-2296,0.299396756,4.637714273,1.484959305,23.00230988,2.80669043,43.47618334,5.271998189,81.66428238,7.304189038,113.1433158,10.27432529,159.1513069,13.16388122,203.9110931,14.38103749,222.7650816,16.22557034,251.337256,17.98261289,278.5541885,10.58644,13.64279,5.819229733,90.14100592,11.67892191,180.9087832,14.74061103,228.3349461,16.49765358,255.5518786,0.69107,7.8,8.5,2279.38,3298.34,0.76
TEDHAN,TEDHAN,core-mof-ddec-2297,0.230952882,4.655120556,1.055615037,21.27713335,1.948886409,39.28204368,3.343544816,67.39298551,4.514346054,90.99182902,6.24636704,125.902701,8.082163905,162.9052951,8.910733468,179.6060662,10.21852788,205.9661644,11.51174099,232.0323597,12.70299,12.26951,3.458731017,69.71469567,7.026548868,141.6281618,9.162912843,184.6890311,10.45612595,210.7552264,0.899209,9.5,10.1,1905.33,2118.9,0.67
TEDLUK,TEDLUK,core-mof-ddec-2298,0.826787217,24.57825962,2.012974263,59.84055271,2.523135657,75.00634016,2.96909624,88.26360245,3.161871149,93.99430518,3.421447274,101.7108364,3.599707679,107.0100602,3.676428466,109.2907721,3.812529586,113.3367087,3.931847481,116.8837232,21.76403,20.20398,1.148896886,34.15375247,1.586733416,47.16950749,1.799555323,53.49615599,1.918873219,57.04317045,1.32625,4.6,5.5,492.061,371.018,0.24
TEDSIG,TEDSIG,core-mof-ddec-2299,0.745518455,19.26982258,2.287028316,59.11406963,3.174924012,82.06399448,4.100355015,105.9841149,4.643932534,120.0342599,5.326124636,137.6672516,5.866395791,151.6319351,6.119020273,158.1616581,6.482713324,167.5622309,6.851320291,177.0898165,19.49664,21.04123,2.356904218,60.92019027,3.579367475,92.51786547,4.195685008,108.4481613,4.564291976,117.9757469,1.15314,3.4,5.5,0,0,0.34
ADEGIA,ADEGIA,core-mof-ddec-23,0.53875493,19.28156333,1.530974263,54.79221732,2.054670633,73.53484808,2.578552911,92.28413233,2.930229159,104.8703148,3.349940904,119.8914276,3.768798849,134.8819837,3.949391402,141.3452318,4.249860284,152.0987478,4.575041178,163.7366849,20.07269,19.10579,1.399254896,50.07809748,2.237824586,80.08976638,2.718886021,97.30653048,3.044066916,108.9444676,1.59673,2.9,4.8,0,0,0.29
CANRUG,CANRUG,core-mof-ddec-230,0.79089614,15.68067285,3.138444119,62.2242454,4.883579766,96.8241123,6.783705456,134.4968835,7.796308527,154.5732206,9.015974608,178.7548847,9.970433555,197.6784294,10.3824749,205.8477518,10.95222002,217.1437822,11.52033398,228.4074724,17.39073,17.55409,4.657864408,92.3489752,6.831989436,135.454184,7.813775901,154.9195368,8.381889857,166.183227,0.884567,4.9,6.6,1410.75,1594.85,0.51
TEHRUU,TEHRUU,core-mof-ddec-2300,0.159477292,5.551504545,0.689838139,24.01369817,1.129403832,39.3152556,1.830664587,63.72658219,2.369187234,82.47289322,3.002820244,104.5300556,3.662891241,127.5075409,3.970579416,138.2183592,4.426136772,154.0765965,4.876099975,169.7400977,16.37578,16.34719,1.679349096,58.45919505,2.973053103,103.4938427,3.736298634,130.0628983,4.186261836,145.7263995,1.55312,3.7,4.8,0,0,0.32
TEJGEW,TEJGEW,core-mof-ddec-2301,0.14958699,6.442692159,0.617348087,26.58910164,1.04601096,45.05155573,1.547621086,66.65583849,1.855917232,79.93411334,2.251046931,96.95229795,2.559621329,110.2425571,2.68770016,115.7588957,2.890707852,124.5024105,3.083363802,132.8000772,16.73063,17.88129,1.238569145,53.3450117,1.942273242,83.65345546,2.273359765,97.91330886,2.466015716,106.2109755,1.92155,3.8,4.7,515.996,268.531,0.28
TEJGIA01,TEJGIA01,core-mof-ddec-2302,0.154168108,6.50769169,0.652497855,27.54301741,1.072383332,45.26708029,1.602450192,67.64208218,1.926936585,81.33919139,2.318169385,97.85377722,2.627291077,110.9023169,2.773113968,117.0577431,2.958938724,124.9017145,3.144280699,132.7253069,16.75015,17.99831,1.27443873,53.79617398,1.974793222,83.35929949,2.306440869,97.35869709,2.491782844,105.1822895,1.88324,3.9,4.7,539.095,286.259,0.28
TEJGIA,TEJGIA,core-mof-ddec-2303,0.154899942,6.527418167,0.638320949,26.89857526,1.0769391,45.38175896,1.599289125,67.39336844,1.932695474,81.44297123,2.307479231,97.23620052,2.621221829,110.4571811,2.760695764,116.3345539,2.969835784,125.147626,3.154273502,132.9197535,16.8344,17.79336,1.294374525,54.54439597,1.98290088,83.55860584,2.331514835,98.24905074,2.515952553,106.0211783,1.88003,3.9,4.6,541.708,288.138,0.28
TEJLOL,TEJLOL,core-mof-ddec-2304,0.355752761,10.03884866,1.459038096,41.17202805,2.42368125,68.39291772,3.660549129,103.2956109,4.413134568,124.5325264,5.327716441,150.3407563,6.147824665,173.483071,6.46866119,182.536632,6.949888883,196.1162089,7.455087199,210.3722036,15.77911,16.38472,2.954096472,83.36049835,4.688786569,132.3110429,5.490850787,154.9441808,5.996049103,169.2001755,1.25899,5.0,6.4,1571.34,1248.1,0.48
TENLIJ,TENLIJ,core-mof-ddec-2305,0.610258524,15.65173897,2.080650894,53.36394888,3.084048908,79.09881892,4.150617804,106.453878,4.796486557,123.0189381,5.541593784,142.1292386,6.273410061,160.8986567,6.55013255,167.9959572,7.033463887,180.3923034,7.487789307,192.044714,17.94763,19.75583,2.715835663,69.65498922,4.192759167,107.5347078,4.952812993,127.0283545,5.407138413,138.6807651,1.14422,4.4,5.4,1003.59,877.097,0.42
TEPGUS,TEPGUS,core-mof-ddec-2306,0.86216195,24.98989101,2.236280778,64.81892745,2.832830804,82.11001773,3.465356846,100.4438782,3.786409794,109.7496451,4.334705749,125.642084,4.74427125,137.5134004,4.945736947,143.3529132,5.263629615,152.567079,5.494627001,159.2625722,20.63795,20.10917,1.550129016,44.93071766,2.507990472,72.69447296,3.027348837,87.74815156,3.258346223,94.44364478,1.29312,3.9,5.0,612.613,473.748,0.3
TEQPAI,TEQPAI,core-mof-ddec-2307,0.522985328,13.95812562,2.026172445,54.0771758,3.146742019,83.98442184,4.351299198,116.1332404,5.033772074,134.3479811,5.813976201,155.171103,6.457206407,172.3384833,6.732295548,179.6804269,7.148953841,190.8007557,7.539260137,201.2177674,17.25844,17.92229,3.007599629,80.2708053,4.431033962,118.2613075,5.122781396,136.7235799,5.513087692,147.1405916,1.19067,3.7,6.0,0,0,0.5
TEQTAM,TEQTAM,core-mof-ddec-2308,0.412301433,11.67686115,1.58881876,44.99721457,2.47967031,70.22717746,3.443275152,97.5175991,3.983921592,112.8293417,4.580560612,129.7268599,5.126130889,145.1780514,5.344163862,151.3530014,5.691653676,161.1943214,6.013268761,170.3028386,16.59362,18.96241,2.395102832,67.83212713,3.537312129,100.1808368,4.102834916,116.1971068,4.424450001,125.305624,1.26357,5.8,7.0,1021.68,808.566,0.38
TEQVAO,TEQVAO,core-mof-ddec-2309,0.34436848,9.24693742,1.211266452,32.52476843,1.85989669,49.9417028,2.527480228,67.86756869,2.919445662,78.39257329,3.373911439,90.59582893,3.720367935,99.89883348,3.907728828,104.9298237,4.112473504,110.427601,4.373503523,117.4367449,18.66623,18.41797,1.708179211,45.86780486,2.509101484,67.37406505,2.901207053,77.90283257,3.162237072,84.91197649,1.19795,3.5,4.7,0,0,0.28
CATART03,CATART03,core-mof-ddec-231,0.069202384,2.068081243,0.318462856,9.517115162,0.598894421,17.89768276,1.085978419,32.45396274,1.598702042,47.77647109,2.235411221,66.80423039,2.85620513,85.35636924,3.157738943,94.36756778,3.611201074,107.9190738,3.969338914,118.6218575,19.11188,20.25319,1.280239186,38.25935593,2.537742274,75.83925408,3.292738218,98.40195864,3.650876058,109.1047424,1.33329,2.5,3.5,0,0,0.17
TERFIH,TERFIH,core-mof-ddec-2310,0.285341483,7.6964526,1.231871768,33.2270043,2.252516302,60.75662322,3.749459451,101.1333392,4.776842629,128.844718,6.213647174,167.5993288,7.409583119,199.8570441,7.982227008,215.3028408,8.731830718,235.5217357,9.466028718,255.3250957,13.51629,15.35544,3.544970861,95.6177137,6.177711351,166.6300398,7.49995895,202.2947314,8.23415695,222.0980914,1.20336,6.2,8.7,1654.93,1375.26,0.64
TERFUT,TERFUT,core-mof-ddec-2311,0.422415626,8.524901815,1.826426807,36.85969044,3.278082408,66.15600599,5.384723249,108.6707834,6.805390609,137.3417156,8.725083412,176.0836363,10.35634169,209.0045696,11.0841206,223.6921034,12.10458058,244.2863252,13.08488495,264.0701543,13.7699,15.42355,4.978963802,100.4820252,8.529914883,172.1448792,10.27815377,207.4266348,11.25845815,227.2104639,0.900361,6.6,8.5,1750.15,1943.83,0.65
TESGOO,TESGOO,core-mof-ddec-2312,0.178890539,7.704535863,0.688232979,29.64111859,1.085905836,46.76826693,1.488195108,64.09423703,1.720796888,74.11203208,1.944100314,83.72936161,2.128042104,91.65144696,2.221222202,95.66456812,2.332939438,100.4760549,2.481510556,106.8747807,17.98944,17.07196,1.032563909,44.47091349,1.439809125,62.01032837,1.644706459,70.83493631,1.793277577,77.23366209,1.92126,3.6,4.8,0,0,0.26
TESGUU,TESGUU,core-mof-ddec-2313,0.178705882,7.695991184,0.682163138,29.37744096,1.05980969,45.64083702,1.483811003,63.90050665,1.678117389,72.26833547,1.907675313,82.15427621,2.077082842,89.44983267,2.16215592,93.11351541,2.274444996,97.94925855,2.401107503,103.4039953,17.77686,17.12555,0.995954251,42.89089451,1.394919704,60.07239171,1.592281858,68.57181759,1.718944365,74.02655431,1.92111,3.6,4.8,0,0,0.26
TESHAB,TESHAB,core-mof-ddec-2314,0.176632963,7.184207597,0.692593257,28.16990476,1.090117198,44.33842997,1.524769026,62.01706094,1.759824951,71.57751068,2.046394108,83.23316249,2.272360164,92.42389919,2.373373275,96.53241409,2.565708005,104.355261,2.718472614,110.568669,16.62301,16.54458,1.067231694,43.40760592,1.579766907,64.25399443,1.873114748,76.18535624,2.025879357,82.39876425,1.8144,3.9,5.2,627.658,345.931,0.3
TETWOG,TETWOG,core-mof-ddec-2315,0.238174379,8.36533346,0.81256379,28.53945538,1.241154521,43.5927302,1.69386441,59.49313561,1.912722526,67.18002928,2.190428433,76.93381778,2.435265291,85.53315565,2.544260241,89.36135543,2.673876857,93.9138443,2.859441052,100.4313647,21.05253,19.66642,1.100158736,38.6405739,1.622701501,56.99370027,1.861313067,65.37438892,2.046877262,71.89190932,1.56701,3.1,3.8,0,0,0.13
TETZID,TETZID,core-mof-ddec-2316,0.520207264,15.69868494,1.61866125,48.84755516,2.17805035,65.72865978,2.745271656,82.84612277,3.056672081,92.24348706,3.400368658,102.6154765,3.740591187,112.8826271,3.870644303,116.8073376,4.066787514,122.7264984,4.301878531,129.8210165,19.68752,19.6967,1.438010831,43.3959319,2.121929937,64.03507194,2.448126264,73.87894324,2.68321728,80.9734613,1.3464,3.8,5.1,590.536,438.605,0.29
TEVZEA,TEVZEA,core-mof-ddec-2317,0.164546891,7.268179187,0.64517821,28.49808225,1.011870457,44.69519747,1.416369651,62.56227841,1.646177755,72.71310208,1.868099236,82.51556674,2.032306597,89.7687486,2.11342445,93.35179465,2.206944078,97.48263788,2.326023751,102.7424905,18.31932,17.43032,1.000999545,44.21501983,1.387128387,61.27066635,1.561765868,68.98455563,1.680845541,74.24440829,1.97043,3.5,4.6,0,0,0.24
TEVZIE,TEVZIE,core-mof-ddec-2318,0.181582951,7.685207072,0.721953655,30.55553019,1.092535603,46.23981662,1.487796012,62.96857926,1.706905947,72.24205574,1.947799403,82.43748479,2.123133813,89.8582324,2.201195897,93.16208487,2.322741629,98.306313,2.46577305,104.3598884,17.36982,17.01484,0.984952292,41.68652555,1.401180158,59.30270221,1.600787974,67.75078281,1.743819395,73.8043582,1.88802,3.6,4.9,0,0,0.27
