DDEC code,MOF family,Ref code,Pressure (bar),Grav. Uptake (mol/kg),Vol. Uptake (cm3/cm3),Qst (kJ/mol),Grav. Working Capacity (mol/kg),Deliverable Capacity (Vol.),Density (g/cm3),Pore Limiting Diameter (A),Largest Cavity Diameter (A),Vol. Surface Area (m2/cm3),Grav. Surface Area (m2/g),Pore Volume (cm3/g),Void Fraction
KIPJOK,None,core-mof-ddec-1273,1,0.144573926,5.329736794,17.39697,3.259099264,120.5688537,1.64475,5.54,7.22,942.531,573.055,0.188478492,0.31
KIPKAX,None,core-mof-ddec-1274,1,0.066685719,2.782865427,16.89808,3.302110314,121.7327306,1.86184,7.1,7.4,492.414,264.477,0.118162678,0.22
KIPKEB,None,core-mof-ddec-1275,1,0.073581324,2.565654404,15.06217,1.940377904,80.97401754,1.55565,7,7.31,494.766,318.045,0.134991804,0.21
KIPZEQ,None,core-mof-ddec-1276,1,0.619902655,17.70334423,15.78002,2.320286366,80.90440091,1.27414,4.09,4.91,742.539,582.777,0.243301364,0.31
KIQKOK,None,core-mof-ddec-1277,1,0.1779654,8.555055221,19.53706,3.32206131,94.87230685,2.14473,2.9,4.01,0,0,0.055951099,0.12
KIRKAZ,None,core-mof-ddec-1278,1,0.013882851,0.417845836,20.08435,1.807504633,86.88937257,1.34284,2.41,3.2,0,0,0.044681421,0.06
KIVDUP,None,core-mof-ddec-1279,1,0.072004049,2.202281958,20.41952,1.447935624,43.57994315,1.36457,6.29,6.96,1904.56,1395.72,0.366415794,0.5
BAKJII,None,core-mof-ddec-128,1,0.751167809,16.1519393,12.36322,5.537128658,169.3560105,0.959339,5.22,6.19,1605.55,1673.6,0.594159103,0.57
KIVFAX,None,core-mof-ddec-1280,1,0.071433507,2.224416513,18.14447,8.982314762,193.141667,1.3893,6.29,6.96,1925.54,1385.98,0.359893472,0.5
KIXXOG,None,core-mof-ddec-1281,1,1.526400758,40.08437627,12.34416,5.42186548,168.8351529,1.17163,2.67,3.84,0,0,0.196307708,0.23
KIYMAI,None,core-mof-ddec-1282,1,1.356765871,40.16520198,24.85727,4.350910172,114.2580149,1.32079,2.96,3.95,0,0,0.196851884,0.26
KIYMEM,None,core-mof-ddec-1283,1,1.164648224,38.84883203,21.81954,4.155952992,123.0313165,1.48822,3.11,4.06,0,0,0.188144226,0.28
KIYMIP,None,core-mof-ddec-1284,1,0.071620344,2.162586771,23.15407,3.760622444,125.441989,1.34717,2.46,4.02,0,0,0.096498586,0.13
KIYMIQ,None,core-mof-ddec-1285,1,0.612287773,14.24374551,19.0402,3.01442869,91.021115,1.0379,6.95,7.09,1031.45,993.777,0.385393583,0.4
KOBPIB,None,core-mof-ddec-1286,1,0.24907765,9.2759437,16.52456,5.778860922,134.4345387,1.66152,2.92,4.11,0,0,0.114353122,0.19
KOBPUN,None,core-mof-ddec-1287,1,0.194819161,7.728247257,19.52075,2.388085791,88.93511479,1.76982,2.75,3.94,0,0,0.090404674,0.16
KOFPEB02,None,core-mof-ddec-1288,1,0.222745324,8.844422193,20.67306,2.428397128,96.33166144,1.77151,5.07,7.34,750.042,423.392,0.152412349,0.27
KOFPEB03,None,core-mof-ddec-1289,1,0.221651895,8.801468298,18.41109,2.363242145,93.83591472,1.7716,5.11,7.32,743.486,419.669,0.152404606,0.27
BALMUW01,None,core-mof-ddec-129,1,0.015711951,1.19336428,18.17295,2.360873785,93.74679961,3.38861,2.61,3.19,0,0,0.017706375,0.06
KOFPEB05,None,core-mof-ddec-1290,1,0.237402593,9.524494834,20.75259,0.73691684,55.97078595,1.78994,5.01,7.29,736.195,411.296,0.150843045,0.27
KOFPEB,None,core-mof-ddec-1291,1,0.224024681,8.94416255,19.38087,2.31928362,93.04870938,1.78125,5.13,7.32,740.829,415.904,0.151578947,0.27
KOJCUI,None,core-mof-ddec-1292,1,0.146820442,5.014673871,18.88602,2.318070666,92.54873489,1.52384,4.83,5.42,441.622,289.809,0.118122638,0.18
KOJYEO,Cu-Cu,core-mof-ddec-1293,1,0.872789172,20.58621308,17.69995,1.66033494,56.70898514,1.05233,3.18,5.78,0,0,0.399114346,0.42
KOJZAL,None,core-mof-ddec-1294,1,0.94130401,23.81687301,19.46508,6.411411054,151.2240051,1.12886,4.05,5.32,725.85,642.993,0.310047304,0.35
KOMGUP,ZnO,core-mof-ddec-1295,1,0.326637525,11.68811052,21.50524,4.14500818,104.8769924,1.59631,3.52,4.69,0,0,0.187933421,0.3
KOMHAW,None,core-mof-ddec-1296,1,0.253453265,9.502437673,17.56476,2.485685419,88.94558548,1.67254,2.83,4.31,0,0,0.137515396,0.23
KONYOB,None,core-mof-ddec-1297,1,0.180572616,5.529794985,20.1286,2.684220502,100.6364548,1.36629,3.8,4.7,372.772,272.834,0.095148175,0.13
KUDLUR,None,core-mof-ddec-1298,1,0.241654247,10.54932573,18.52885,2.042708451,62.55521565,1.94765,5.01,7.15,706.159,362.569,0.128359818,0.25
